species	SRTP_A_F1_210317_ZHMW	SRTP_A_F1_210317_ZMB	SRTP_A_F1_210330_ZHMW	SRTP_A_F1_210330_ZMB	SRTP_A_F1_210415_ZHMW	SRTP_A_F1_210415_ZMB	SRTP_A_F1_210705_ZHMW	SRTP_A_F1_210705_ZMB	SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZMB	SRTP_A_F1_211203_ZHMW	SRTP_A_F1_211203_ZMB	SRTP_A_F2_210316_ZHMW	SRTP_A_F2_210316_ZMB	SRTP_A_F2_210401_ZHMW	SRTP_A_F2_210401_ZMB	SRTP_A_F2_210413_ZHMW	SRTP_A_F2_210413_ZMB	SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZMB	SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZMB	SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZMB	SRTP_A_F3_210413_ZHMW	SRTP_A_F3_210413_ZMB	SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZMB	SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZMB	SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZMB	SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZMB	SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZMB	SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZMB	SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZMB	SRTP_A_F4_210704_ZHMW	SRTP_A_F4_210704_ZMB	SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZMB	SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZMB	SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZMB	SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZMB	SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZMB	SRTP_A_M1_210903_ZHMW	SRTP_A_M1_210903_ZMB	SRTP_A_M2_210317_ZHMW	SRTP_A_M2_210317_ZMB	SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZMB	SRTP_A_M2_210415_ZHMW	SRTP_A_M2_210415_ZMB	SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZMB	SRTP_A_M2_210803_ZHMW	SRTP_A_M2_210803_ZMB	SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZMB	SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZMB	SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZMB	SRTP_A_M3_211203_ZHMW	SRTP_A_M3_211203_ZMB	SRTP_A_M4_210317_ZHMW	SRTP_A_M4_210317_ZMB	SRTP_A_M4_210401_ZHMW	SRTP_A_M4_210401_ZMB	SRTP_A_M4_210704_ZHMW	SRTP_A_M4_210704_ZMB	SRTP_A_M4_210803_ZHMW	SRTP_A_M4_210803_ZMB
[Ruminococcus] faecis	0	28.8082703010102	75.5571359378937	15.2159841421761	0	0	0	0	0	0	17.9200925648331	25.9402052106112	0	0	0	12.0852837593201	14.9499789040733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.456728616764	0	0	0	0	0	0	0	0	0	0	0	15.9520732890394	12.0315469549737	0	13.2136083371677	0	29.7974904896966	29.4794684745363	0	0	0	0	0	0	21.6437641649399	0	16.0509404871303	0	13.0312930359709	14.2027091364064	16.353033517283	0	0	0	0	0	0	23.0986840529179	0	0	0	0	0	0	0
[Ruminococcus] gnavus	998.460491128084	1922.0732990627	5780.52226284114	1055.16183455979	5632.59659905039	3906.81552511268	87.7563467964568	373.702689632092	5112.39052173641	2510.08710683306	611.77154614433	656.060249372405	2140.19509114809	925.744889106272	783.898909902533	673.135543948653	3787.47429271405	3596.66779710334	1271.74407414542	9228.30339143761	866.683042944938	111.794684509607	2427.19848339465	2003.21833346728	151.970638810386	1244.38686081527	8411.89565475916	4855.44717786957	5232.88744974052	2543.91437636835	9453.43164899289	977.574959527081	27742.2570071637	26421.6193050755	8346.47420527842	1547.41136699602	1860.44745469343	1145.82482916004	4137.21232704391	6434.6792237918	580.771057724885	3878.09918271307	2792.2325384076	1783.37820270723	1348.06094447357	1975.27124623485	2980.20960428602	966.058372837824	1024.97507840894	1697.24923787701	708.532891618642	3258.59697133822	4360.49258873946	1816.80377082133	805.401184415179	1160.27196438064	1685.15057422661	991.443774209565	912.986266964071	3535.51579762291	344.200685599655	3493.9333993029	1109.49244285755	2109.07370507466	2044.04643907121	2496.25697957102	5614.37897820873	2527.5326283218	903.378161766843	1474.68544150501	2492.35911802758	1177.72936374311	3616.39953707059	566.470655266172	350.29151815037	2173.24975216497	590.329800801044	7580.26352700051	1464.34601758948	1894.65275864847
[Ruminococcus] torques	91.8943729943918	253.270117681426	359.140271568249	102.415368896305	122.074753078714	235.128158488703	0	0	256.123054132929	258.871393536199	39.8216024599375	77.8694497626615	0	27.9665056108948	42.724341302656	18.9543123831171	69.8124917875331	48.7370588014848	0	82.7775634869994	0	0	116.482726222851	186.348402907598	27.0242040552713	0	378.455857737325	260.239922484015	46.3262414296472	126.170554457613	67.9070125369711	69.3016608240852	0	0	261.808608195397	15.0555823006589	55.2497569997996	89.8175102642089	0	0	41.9784080081369	363.741478713727	228.849523932212	171.551093785061	113.634068196183	163.763109326173	109.656725535747	60.5968409903064	106.954044712142	145.374273717002	99.7997498140663	463.150729658643	276.868785008865	72.3803201631599	50.6132825770676	39.3307141873608	0	40.0018989387511	0	397.467078345067	36.488029774903	402.996260665572	18.6901282131515	147.220578673345	235.098548276596	249.455040380187	150.56672045799	95.3853160557689	45.2909556891783	83.1418254978252	78.9955628868979	73.0424900291604	42.6098654441994	0	37.5071904447902	157.950530846014	26.1480224560926	593.393802446417	0	0
Abiotrophia defectiva	0	0	0	0	0	0	0	0	0	0	29.3871426720176	63.0595088976908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaryochloris marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6500999768085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0301128592222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agathobaculum butyriciproducens	0	0	28.0060769448173	0	0	0	0	0	0	0	0	0	0	0	28.9233047257049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.3457376366246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1033008255312	0	0	0	0	0	0	0	0	0
Agathobaculum desmolans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1922228727232	0	0	0	38.2552390118886	0	23.2834413151932	0	0	15.9620861103735	27.4814765942948	0	0	0	0	0	0	0	0	13.4296215914365	0	0	26.8513554182573	0	49.6673737178219	0	0	0	12.6597942993197	0	0	0	0	0	0	0	0	0
Aliterella antarctica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.6320583420219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allobaculum stercoricanis	159.313200728684	221.39184796762	142.220932870896	98.219660582773	86.1212834643081	83.1596080345764	314.702714109348	245.267647677834	27.0509142857143	187.392774550712	91.5981329184263	114.576341481714	63.1731306236426	88.1764299968295	0	0	13.0301216836226	187.498194304659	11.0306945551752	405.5024104069	60.1127381106648	26.0260622751206	0	72.2889563077805	32.121409757933	137.16864322815	281.227146794889	422.542332802139	109.121409194618	114.20822573534	112.120814463502	115.260551035258	0	0	74.3903776260466	188.591649449863	44.1268839975669	119.407440599292	71.0625680819554	227.369677624691	0	210.234276222823	110.243923254112	208.49449858535	212.424512221358	94.2433005740975	438.483186720853	72.2193407280112	11.1401005965132	77.1922116824763	40.0121781253019	248.263851081158	36.0429491030813	122.306994486473	18.0553731475483	168.498144391638	57.821159300616	124.511610947223	21.0655847102474	601.901907875747	39.1136071887035	182.260490910022	111.289595154257	91.1742253916954	22.0494632301484	165.400104155469	59.1940764584429	81.8708411746404	86.4684714427204	164.483252149859	34.0451414568946	82.2301411804729	118.357376846529	359.465959011668	33.1490504303293	125.364586964653	18.0975024809792	268.386544982203	15.0373739010655	150.27012995441
Amedibacillus dolichus	0	0	0	0	33.7495897174419	0	22.0492672124213	16.0174776724757	0	0	0	0	0	0	0	0	0	0	0	20.0248243362649	10.0187905961169	0	0	0	0	0	26.0210549157526	0	0	0	0	0	0	0	0	0	0	0	31.0273184583185	64.1042262874128	0	11.0122738136873	24.9401543083274	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0909031484911	85.4995005618077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminiphilus circumscriptus	0	0	19.0295614404719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerobacterium chartisolvens	25.5730762791665	0	464.394672348486	11.7153274757899	0	0	0	0	75.0436269697808	16.5742268745528	0	0	0	0	13.709272378435	0	0	0	0	0	49.5356140942537	0	0	0	0	0	272.735958873284	22.9981929565542	0	0	0	0	0	0	65.5079033402632	0	0	0	0	0	0	0	48.4230661445013	0	32.1578495940306	0	67.815406774095	0	10.9654789768246	0	0	0	0	0	19.5406638559367	0	0	0	0	0	0	0	0	0	14.7642318368502	0	17.2562397266877	0	0	0	26.7919388443454	0	65.5379800997695	0	0	0	0	0	0	0
Anaerobiospirillum succiniciproducens	2727.76316559484	39.0691496489944	4021.67076275121	435.975024015319	0	0	0	0	265.499714285714	179.375968509817	5100.3048295722	3615.56006554652	0	0	0	0	0	0	0	0	0	0	4097.48762928081	703.813312132245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951.067146496061	0	0	0	0	0	10617.0903998064	216.656931157252	0	0	0	0	0	0	2419.96544195169	1364.97310405649	836.777370187212	0	0	501.727664212986	1483.87660011922	1183.69172816471	792.061082622873	3429.72629896843	929.084200652164	516.50616565884	5410.06255250776	570.512676731696	3574.26346645442	544.07791263992	12047.571276109	110.308725973805	61.1847456565998	583.302481431915	0	0	0	0	0	0
Anaerobiospirillum thomasii	130.520287641464	0	89.989226440035	0	0	0	0	0	0	0	0	0	0	39.0781905667767	231.550059489618	42.1520833333333	0	0	0	0	0	0	19.0962412176384	0	124.47046281199	0	0	0	0	0	0	0	0	0	114.609458055844	36.1132945755057	608.750422411589	19.0650535410635	232.204447817094	24.0390848577798	0	511.570046376415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3479780780187	22.0315200213436	0	24.0673042022948	0	0	44.2599812039723	0	59.4213998561858	0	68.7870941701947	0	0	0	70.3161675794865	30.0907751252579	40.2166721799537	13.0187503163009	0	0
Anaerobutyricum hallii	0	126.228390021471	30.002264549048	268.907190794592	0	0	0	0	0	0	0	60.671928847696	0	0	0	53.6563274941583	0	0	0	0	0	0	0	25.0719195530439	0	0	0	59.7762430698901	0	0	0	0	0	0	0	51.1192738287909	0	32.1473727789541	0	0	0	0	0	27.2786749725223	0	41.9341067223547	72.0759115977829	418.375495848612	0	159.164800210317	14.0143829080583	380.250456860034	0	29.1352680476831	0	172.32975937153	0	0	0	96.813639163138	0	529.604405224578	0	48.0030724869558	0	21.0925648111412	0	38.1490225028124	0	16.2165153584871	0	75.3739613352182	0	0	0	0	0	0	0	0
Anaeromassilibacillus senegalensis	0	0	33.8360683432304	11.024655779699	62.0874246479576	23.0442287757463	19.042548956182	21.0229394451244	0	0	13.0854475599842	0	0	0	30.0542387101968	14.0506944444444	48.111218524145	21.0559469539992	0	12.0148924996716	60.1127381106648	0	0	0	0	20.024619449365	207.081623574504	43.0753371576436	0	0	0	0	0	0	0	0	12.0481965628718	0	58.6243367348283	16.0260565718532	0	53.7897179681873	16.7454242176366	11.0283419312844	0	0	43.1897300148568	0	0	0	0	0	0	0	0	0	0	0	44.1374155833756	16.0232569730756	46.7880047862649	52.1339865158808	0	0	0	0	112.169240921938	0	12.0653681082866	0	44.9716378235439	0	0	0	0	0	19.102919285478	12.0173079842777	0	0
Anaeroplasma abactoclasticum	0	0	0	0	55.7354315830394	0	15.0335912811963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0303361302815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.472121912822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0624616288071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.061229456333
Anaeroplasma varium	0	0	0	0	16.3661080423803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6442018451799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerorhabdus furcosa	38.0360259837963	80.8908962443212	247.399505282397	85.5725526347407	64.0574870284	23.9909504748655	56.1656477430001	69.1642963011957	151.963825049843	28.3989680946515	33.9217671118247	33.1702954048141	1050.5161978687	84.7042996626439	121.295065995836	44.1593271747145	79.8914935015504	35.5231944814053	26.0725507667777	24.0297892035175	0	0	29.1125051824725	23.0923072799545	33.7548947560864	0	248.595096896237	63.6753879215665	0	0	0	0	0	0	159.517149969407	69.5391949865663	156.031719324803	51.6831484271331	70.7698903416056	41.0667699653739	55.3302104938688	130.735641096077	336.353567115787	88.5275946714258	73.3012762410145	52.0723270897867	115.465057595765	26.0792063740094	82.3866205801616	43.3628599804869	99.246642316705	83.0904681566464	125.895309445198	26.0897149480885	25.1439490583056	26.0770937751081	20.7748437633458	0	0	91.1785915648234	19.0553470919325	45.1636729225412	634.294822023855	31.65210796502	150.887214271737	38.7734589828506	405.045672678584	31.3896633754832	32.1023066900472	24.885829168874	502.164370094392	38.2991433392204	31.3167630715174	22.090086866774	27.8250121891301	27.0816976127343	22.6125204457748	32.4986656868536	187.732275820912	28.3647714909561
Anaerostipes caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0340146329202	25.0510745811015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotaenia torta	22.9721925674251	118.341365509715	108.318223687997	91.0726033104333	11.8396356107036	18.9008106802808	0	0	31.4833460830535	16.6059066166048	0	23.7128940739054	0	0	34.7856286508518	61.6541617300174	26.0182632708627	0	0	0	0	0	46.3269971299301	19.6783952813338	0	0	123.476115967686	114.413473498128	0	0	0	0	0	0	19.5430619450482	29.7564235124581	39.6871594418568	0	52.7756315072545	17.3121112259654	55.1008042245849	51.5290410753903	54.3904560298294	0	0	36.7696780875312	162.750701148995	39.9243234978856	29.7465427640635	49.6893800953983	40.9468632736589	121.352683508263	64.3381878763577	29.6182006146837	41.2709398469294	70.7716619478323	0	0	0	69.4407861168173	23.9336179419844	208.623404601034	0	47.3763862901373	44.0775137714263	23.8975362998566	249.278771643648	51.4619854082291	0	0	34.895966214662	60.7054912256321	0	0	26.798285324933	65.7712135980303	0	27.1154977107141	12.786150841705	17.0216335567094
Anaerotignum aminivorans	38.4256242483387	15.0473567617642	58.8224402929106	0	79.306359312674	11.5072151498854	0	0	18.0424754349447	0	0	0	0	0	0	0	0	0	0	0	0	0	82.0850792758423	0	0	15.2356787131047	78.1600449791034	19.695153612425	0	0	0	0	0	0	0	0	0	0	21.0295928587675	0	17.448097077337	32.8044458231774	25.0813121472871	0	0	22.5724140070939	45.0395599096881	0	40.9597454017557	0	58.4542386278014	14.7259880863149	39.5101843188392	0	0	0	0	0	61.0239122888037	0	25.7755994185921	19.8237081268463	0	10.818602607182	121.68934830019	28.4713610266718	162.313048995669	0	0	0	117.589821420097	0	0	0	50.8057702127466	0	0	0	15.184955099806	0
Anaerotignum faecicola	140.142132252503	38.3785959752749	148.937615199252	10.8472188638285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0033978083679	0	0	0	123.406723225209	23.797088790737	0	0	0	0	0	0	0	0	0	0	15.8809994026669	0	0	0	47.1330041272274	0	0	0	97.6835071478757	0	25.6361812048161	0	70.3228249171959	33.2066788081505	0	0	0	0	0	0	0	0	27.1107118866994	22.7255316962341	0	0	10.9460564992342	0	25.288944486653	0	0	0	0	0	0	0	18.7129062160631	14.0418719627138	0	0	0	0
