superkingdom	phylum	class	order	family	genus	species	Gram.Stain	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium saeculare	positive	0	0	0	0	0	0	0	0	0	0	0	0	595.929968174946	1073.52850612368	565.353998987404	476.853703906092	1191.38164570351	993.085939831396	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermacidophilum	positive	0	0	0	50.1566752623097	0	48.9208208751161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Segniliparaceae	Segniliparus	Segniliparus rotundus	positive	69.6212602104571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5969585020325	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Oerskovia	Oerskovia enterophila	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.0746247561975	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Raineyella	Raineyella antarctica	positive	0	0	0	0	0	0	0	0	0	44.0729067428091	0	0	0	56.0593859791646	44.0678610006209	64.1348378709896	140.137466656153	112.125574066343	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces thermospinosisporus	positive	0	0	0	83.2203772542448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	72.076353401783	0	0	48.0598633695629	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	unassigned	Atopobiaceae bacterium	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	72.076353401783	0	0	48.0598633695629	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	positive	4545.47185284582	6121.58340631859	2471.24202550661	488.53211238055	580.836520683328	542.748835885844	1864.84094749668	1951.77066244628	1707.71510463834	0	0	0	0	60.180967240032	0	94.792683847303	178.122782094788	120.56623945331	5935.33437310104	5516.7604416495	2566.09330353787	1364.37412197756	537.429740987758	680.349758699526	3612.31906944212	2298.88322596099	5570.75233086019
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis	positive	429.403949828866	486.157703447886	264.430954473861	95.9083297957929	120.194202359247	75.1771214219712	170.876885051872	212.415271243792	164.358165295736	1610.68348441758	1029.86347297967	1030.06542041781	9176.49690954412	16722.4507490651	10499.5012124331	16571.3815321578	43834.5891184147	36661.8702294187	52.029904371213	0	44.1045396210037	56.0153598465859	0	0	0	0	48.0237296248964
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella phocaeensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	229.617402357672	313.934660640668	146.122160740811	341.112457268736	877.073633167055	586.887582154824	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella tanakaei	positive	0	0	0	0	0	0	0	0	0	64.0816380062995	0	0	315.610687862994	535.824116503312	331.256700453431	601.587393675674	1439.91439193248	945.646859487649	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	[Collinsella] massiliensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.7444254119115	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	positive	156.169226604833	200.18988634574	72.0968451601065	0	0	0	0	52.1007353816131	80.1746980245966	0	0	0	0	52.3578226422391	0	0	90.7189027565161	87.7859182972477	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma phocaeensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.8452511733698	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma timonensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0221449975843	56.2921733172146	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olegusella	Olegusella massiliensis	positive	45.1429468638078	56.6988708252402	0	49.5296066405949	78.6270632089877	99.766762715426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Parvibacter	Parvibacter caecicola	positive	0	71.6323663634605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unassigned	Coriobacteriaceae bacterium 68-1-3	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.5351489537766	83.4135196016767	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	positive	509.440643802068	572.920778688447	260.350454516735	236.153651349987	336.188644498258	317.201364751662	360.877174615464	356.69164249664	264.599494904134	0	0	0	0	0	0	0	117.271638379568	123.199429693154	216.12467737209	288.252457483501	112.094309078472	360.080991231639	96.0748927670538	184.289742755943	189.406106041263	152.334383549767	304.036086315856
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia muris	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.16092443661	83.3402083652969	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Asaccharobacter	Asaccharobacter celatus	positive	47.3830024049542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	positive	0	100.113325966677	0	0	0	0	0	56.1139135415998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Enterorhabdus	Enterorhabdus caecimuris	positive	0	0	0	0	0	0	0	0	0	0	0	0	95.1943785520055	164.797303389122	100.460532482387	248.546101591873	548.049180669324	378.012560008161	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter pamelaeae	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.594743207967
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.2663137547406	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Paraeggerthella	Paraeggerthella hongkongensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.8473730749131	75.4091204854657	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter massiliensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.75820066439	170.421545314093	136.125434680623	201.333767924722	119.130660601286	134.67745499031	188.581449170864	90.6991218975151	250.152429090686
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter timonensis	positive	1089.10067952704	1642.61662121415	1046.04380105319	1088.42885732499	1302.90640215121	1249.30748821092	933.871316838852	968.148192168235	842.314596330097	0	0	0	68.3850635298728	123.886604205019	72.1099832897514	48.101127153139	151.470241572631	119.204701987212	1214.95778325741	1034.61861277824	861.776055799514	1063.07035277889	580.368851671193	785.373563778285	944.673831994879	758.365654367462	1790.94232040666
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia equolifaciens	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.095621399876	76.3223145358607	56.0825689182091	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia faecicanis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.2287220916081	140.597836198802	120.379367506994	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia piriformis	positive	0	0	0	0	0	0	0	0	0	236.396379059749	228.520033080774	200.364427684055	593.051824310064	1084.62730993119	533.172978001925	1362.78536049811	3767.22217908782	2876.94058395242	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Anaerorhabdus	Anaerorhabdus furcosa	negative	0	0	0	0	0	0	0	0	0	358.563439242899	193.946822432021	217.853124788393	106.341927855443	259.466448457313	113.26048767443	94.3066048383742	130.901024834381	147.187976836861	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides acidifaciens	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.7443012583443	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	negative	434.128730789223	518.020190669411	334.19855180173	308.868625459637	446.365938422486	435.238956114553	322.187866454699	309.541348103256	210.734658030239	0	0	0	0	0	0	0	0	0	1502.96077315282	894.83554862879	1095.70451794871	2271.0829834719	898.661322110429	1749.42865517572	983.076631941006	621.967210630559	1915.44849282108
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecigallinarum	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	66.9329875238134	0	0	0	85.2003185113627	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecimuris	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.6255626291682	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	negative	2323.72190056544	2888.28564770184	1782.78049185456	1898.21048881135	2397.84073912454	2109.35508312136	1703.5472172555	1663.24059549385	1350.92611449229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5596594204618	47.0924413369733	0	64.7853143720644	58.2795307660487	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	negative	0	0	0	0	0	0	0	0	0	378.201178266831	255.604267647984	267.483809106774	394.445726386526	658.821478580138	447.236989927167	375.677668950844	882.563798235986	804.080589603165	3794.58991121876	2236.82390209629	2791.08350289234	4660.06112946751	1697.18554800603	2844.05893413263	2838.97433362135	1487.85443180023	4755.5680592354
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecichinchillae	negative	0	57.104203267545	0	56.762349994456	115.987112104526	65.2666318723674	0	46.2613671589815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	negative	2639.88811222468	3488.66553922475	2258.16771876536	2284.02344239323	3086.29474220994	2968.74478657782	2044.03360237432	1958.23977824832	1786.6911017536	0	0	0	0	0	0	0	0	0	68.2956378438529	0	49.4431153422211	262.30639799236	104.767562836789	188.549370572986	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	negative	791.770960427928	833.157245301708	572.320778324362	610.026754441106	763.866148527582	729.036137174009	537.64102919949	469.414566829444	418.533785369869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	negative	733.18128856061	689.473678358364	607.268810524003	418.465653718155	644.042503473597	708.390616846117	489.090665560963	300.665605879554	396.891817543206	225.774663701263	132.875664667918	188.347375528967	303.171534405497	488.344641704557	167.850778911756	105.135801657998	542.192614490245	438.215126762607	288.389088221687	152.20048038337	376.318090548649	424.314053555954	208.158217348778	296.268231585613	268.329037572698	140.791826148467	348.315303880992
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides gallinarum	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.2773117918182	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides helcogenes	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.8397001893407	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides koreensis	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.346810654044	140.196805548762	110.695094980974	609.524493872762	533.253804746119	485.830835144505	358.807587844104	207.206007908069	474.035894289009
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides mediterraneensis	negative	0	0	0	0	0	0	0	0	0	1339.87592219666	926.066742823853	1100.99167763594	1839.57068143847	3226.94303372605	2609.76587651254	1864.45521656403	4103.02485931268	5043.14228558726	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	negative	1228.28112084072	1454.94298765372	877.308677778977	1998.98200179323	2643.60967777816	2612.34994305141	1527.1201816506	1453.0330670573	1226.6766205709	52.4173060674789	0	0	48.5073288263708	94.6324767971774	0	0	81.771148875272	73.5950472588375	12164.7966561787	8371.55549664321	8571.19776597677	26647.3233915208	9634.42664643982	17740.2916783944	14718.3985727585	7653.80443439492	25889.0199587127
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium	negative	0	0	0	0	0	0	0	0	0	58.2114488512685	0	84.2544295212337	151.314495260756	138.842723597858	113.149383081029	68.6373777302873	247.917603771371	160.222082137218	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	negative	1121.35109110553	1291.61795905174	906.399995574072	739.905603973012	979.474213522074	1048.55540328431	753.597278175677	841.627474179868	585.27642272256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. A1C1	negative	889.223400270381	1090.8001714205	733.693328814147	647.337783947476	889.505545904694	864.094377959139	627.08586727504	624.042298482071	474.762654388317	0	0	0	0	0	47.4058708250513	0	0	51.2878399640422	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris	negative	2040.03270062744	2454.923992184	1632.2259749769	1543.12313837487	2110.89995468601	2163.30896484453	1509.04616539438	1436.34561410393	1217.01723064849	0	0	0	70.30766137152	69.1260755570544	0	93.1414149024829	101.830839488281	112.438839613617	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	negative	519.407438138929	600.995055251214	510.284053681431	406.272530161251	419.826175874477	453.34172820593	305.196805648765	281.427718968446	333.93970828197	440.998666351892	221.575153420416	331.129231194241	438.708320207982	717.077103448684	648.765264440589	407.320856459685	949.185569505128	1263.78950001051	5056.61560770258	3137.38367185947	3658.96025952239	5926.03554488067	2468.12734585604	3831.35490928674	3779.9333094652	1934.68618532979	6706.06299108185
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	negative	4832.00337557095	5940.48516592204	3751.39431881211	3528.23871352593	4870.65518608313	4924.11241122091	3352.63159921153	3199.48572957814	2768.34342256596	70.5507370668783	53.3926769766261	52.4620628907841	131.538208255693	171.223814869175	117.428443522941	74.4524283585914	209.011438854199	222.722784969623	44008.1203152593	25906.2855702142	31501.8038057768	55273.8971171502	20552.6481080044	35427.7493680399	33782.0597466383	17473.2376933042	63365.1167781963
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	negative	1348.33650908943	1502.99533593405	1096.21794493762	984.966696454199	1228.75343489467	1505.14745755086	886.647042917065	837.21214943093	793.993395805428	1258.91118926122	795.279383682454	1087.21406561025	1382.01813839974	2508.63510148251	2154.47039870729	1430.56801172012	3331.3288960032	3883.75011650174	1884.98497098285	1241.2424964601	1344.19122729289	2624.68831651636	977.288114743438	1590.26830761909	1508.58433288029	819.302523103995	2501.83427643867
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	negative	796.806277009742	1081.05757787707	624.839326227773	672.478958116391	817.05971454357	760.374010181078	545.052205034434	613.185577952831	545.187946567386	0	0	0	0	0	0	0	0	0	10562.1925246136	6605.3889427632	7514.17953183493	12652.2329365935	4557.30958750717	8055.07900466293	8559.2502027447	4677.80852680487	16058.4846291777
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.1718837398223	44.349095596486	0	73.9963159877097	50.2289743550782	50.2596694822809	41.8807693405571	0	133.348676837461
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter fastidiosus	negative	88.2260539781723	71.9984229731691	56.0771926776564	68.0288615112963	0	80.0710812944934	52.1005784224092	0	0	0	0	0	0	0	0	0	0	0	1210.15278991517	776.665222696719	768.758822102322	1401.64368421345	508.304027996204	863.272204691391	964.862887241017	424.558481807968	1632.76183670477
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	missing	Phocaeicola	Phocaeicola dorei	negative	11884.8947244384	15398.8167521648	9410.8458468166	9072.5032369162	12093.1366122009	12357.9705236714	7757.88536005311	8301.4016601094	7403.27728507761	111.729558458655	57.0938377150112	87.8093320983068	113.467836092912	263.706679138492	122.568157301448	48.2009531055736	281.900687637871	213.321724618063	66871.0440585207	43378.7286316844	50846.1277946452	78017.9194025788	30003.9783937687	53695.4212287605	49355.8241772219	27532.150425474	94466.3590725993
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	missing	Phocaeicola	Phocaeicola massiliensis	negative	3259.45366209548	3734.5135047396	2507.83994297688	2442.04828369166	3541.24052607916	3480.14403630818	2388.62908464125	2076.32899530274	1934.69276863606	0	0	0	80.0657685375616	89.6954331143085	55.0011394932861	0	139.050711332278	60.9034450224242	41905.66029073	26347.6015408366	31468.6977341101	49175.9205963132	19675.2924365288	33480.5870843688	31696.139706904	17232.4395852362	62072.3560111785
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	missing	Phocaeicola	Phocaeicola vulgatus	negative	22510.13311893	27949.659599771	17042.5636647822	16467.8440474952	22210.2024082212	22045.1630659271	15706.377584162	14947.6873210352	13163.5738969155	482.6778330035	367.123009536518	345.320736714035	650.13730838087	933.493092878536	729.081708199745	583.227840830675	1496.35967767658	1497.6919647733	75.3548505705505	0	52.1543137454941	82.1828566115617	0	64.1091033250988	0	0	83.8195928148449
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella sp. B8	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	72.144801538706	0	0	48.464209463966	77.0929456672158	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.5197912113695	107.576022419851	88.2553439423263	0	0	0	0	0	0	0	0	0
