superkingdom	phylum	class	order	family	genus	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	44347.5673890651	56318.9423736618	36617.8415380779	48953.7571947019	63791.0999039929	69338.3555324388	27865.4272960879	27627.1051879987	29409.5593806546	28096.1829848947	20631.0393704016	20866.8005561632	23178.2662127833	46134.1093154056	26905.9784532904	18598.6817035444	54037.7286103859	45103.3209250593	37205.7427196677	28678.6035188632	23016.7465944413	83843.2812411547	35410.306992513	44033.1097381815	25227.0942838786	17346.3490926885	35719.1489138513
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	missing	67171.1952977315	87316.8432029416	54581.5299359616	103228.4027487	136347.258266969	146446.156637021	41595.5350910891	41907.4291373535	41928.4235020049	5796.51526738189	3784.09543039499	4896.23293849898	5201.98191492626	9053.34546226985	6941.10275376295	4071.80829419414	10424.125165196	11149.4467752595	10552.1183619043	6530.07521734431	6460.67949629963	25900.9499937286	8632.80228064191	15974.327674793	8966.19632633545	4392.62252412988	13966.2811434079
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	49565.0998000178	62853.3483415115	40687.0852050521	70130.945375007	92872.3173697869	100480.338079447	30542.118716756	30339.3296975593	30350.891809115	4296.55146064821	2806.40803879519	3170.0399880604	3818.65368598592	6513.10629792947	4198.10391426135	2788.49321553419	7861.66383134264	7051.93973838421	8114.67738267472	5767.24756208556	5238.79858568161	19361.6840300395	7230.9452627484	9545.30119525872	5243.14585181944	3309.95285222752	7529.47831657288
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptacetobacter	985.524213974339	778.426216391988	1074.07289587391	510.062319007212	844.045505031822	1041.36465576209	754.495040615108	221.88629586546	615.894144744367	225904.178351176	151967.202983587	180819.573904648	187883.403738557	338886.702857438	236367.805600229	148752.895493292	381547.483347342	380197.229025229	854.657055161628	432.369349878452	930.920582995501	1215.01442217665	927.952202196512	786.85097506054	669.932390864097	375.615403457302	1103.6401469473
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	121858.818362074	151325.291084474	101580.83412716	199629.164788043	262293.369390446	286762.724508801	72231.6062620211	66213.5116758599	72380.7140852649	43604.3879220492	27005.7589629639	35194.9881487178	32184.7956198122	55154.0388156036	42689.5214239588	26016.8337314577	67382.2510881303	72625.5932271641	144388.386054723	94877.5182653397	98679.5405202927	357994.184046139	123258.478987811	208988.441269608	93467.0999416462	52548.6912919991	154583.453231447
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	44029.2738746781	56138.6912777051	36892.3526651448	72603.6215300824	95831.9014551309	104596.312052806	25770.4486383157	24109.3138177104	25846.5137841655	77.2970616491004	89.0458419310744	87.8509579685266	131.573763015397	269.528835545462	103.460420101215	55.6870584542171	231.409417296814	142.228047575846	89.802947266662	81.9530123229187	128.150108313669	172.285375949072	76.6023961997617	141.789025890311	94.9695147029424	42.4212946903699	144.336143198496
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	missing	42744.9140773808	55089.4890247896	36306.9909414447	74883.5168215322	100975.883595439	108199.048970078	24472.5846134	22825.4352207356	23919.4700340802	319.807504399641	275.654948697275	234.292364155883	292.144494270919	637.515061310838	206.220766091728	220.886762418959	615.482077417279	557.259596540038	1201.33976834414	964.737341562518	838.075108082093	2719.75347078907	1409.4185484236	1565.08834522786	705.126824485195	597.745184236013	1156.25946467456
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	68866.311574516	91577.8851818671	56343.1159682339	122136.198523069	170820.116385652	179467.089041933	40286.4338083679	39180.3933920681	41749.7767078498	968.057035246587	659.810526707745	759.83416864831	810.033712690356	1498.87059989204	835.308248618377	560.867145244902	1721.87396465294	1571.95501220163	45918.6139680337	32819.8316372031	24262.0689731642	126063.412840034	49462.4439320753	63029.526296306	32052.6361194707	19634.2890233344	44107.3742354388
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	5353.0743221738	6630.00986833646	4800.94299544928	8921.57985461004	11683.7817189403	13593.4815642428	3382.55827413236	2881.98862113102	3383.61798696788	26193.7546331789	16123.7035517855	22988.1035032254	19227.6363415195	32056.629498269	26731.0128802851	16217.9507234238	39398.244366323	46871.0649099709	30035.9983402639	19565.2478237164	20958.5659601744	72670.1284892105	24230.5716428331	43142.7413659389	19622.1435035729	10687.8271624446	33034.2472829026
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	12275.2488005817	16077.6540795016	10008.9752767017	23429.9505119502	31906.3257478134	36961.7916921432	8347.61974307467	7870.31627293873	9074.11256376367	44821.1568274567	28759.7532631928	37481.2817252819	34358.2937967427	57510.8300571486	46414.4921914562	28097.2098554746	67336.2662731015	78755.9798469868	294.078484162865	105.09061218476	225.188667129993	312.085576338396	231.169947436743	189.155084966989	186.166507975698	69.0866474700808	282.136048043729
