feature	Bacteria.Actinobacteria.Actinobacteria	Bacteria.Actinobacteria.Coriobacteriia	Bacteria.Bacteroidetes.Bacteroidia	Bacteria.Candidatus.Melainabacteria.unassigned	Bacteria.Cyanobacteria.Gloeobacteria	Bacteria.Cyanobacteria.unassigned	Bacteria.Deferribacteres.Deferribacteres	Bacteria.Firmicutes.Bacilli	Bacteria.Firmicutes.Clostridia	Bacteria.Firmicutes.Erysipelotrichia	Bacteria.Firmicutes.Negativicutes	Bacteria.Firmicutes.Tissierellia	Bacteria.Firmicutes.unassigned	Bacteria.Fusobacteria.Fusobacteriia	Bacteria.Lentisphaerae.Lentisphaeria	Bacteria.Proteobacteria.Alphaproteobacteria	Bacteria.Proteobacteria.Betaproteobacteria	Bacteria.Proteobacteria.Deltaproteobacteria	Bacteria.Proteobacteria.Epsilonproteobacteria	Bacteria.Proteobacteria.Gammaproteobacteria	Bacteria.Synergistetes.Synergistia	Bacteria.Tenericutes.Mollicutes	Bacteria.Verrucomicrobia.Verrucomicrobiae
PRMT_CO2_canis_ONT_20240807_bc02	0.000102794581509012	0.00123543118846808	0.00648964778515153	0.000141629778527683	0	0	9.44198523525552e-05	0.301223902994954	0.59408951149615	0.0141501799966414	0.0603598563682269	0	0	0.0142037078528205	0	0.00020064218624918	0.00341091716623605	0	0.000224207967375299	0.00382005524065028	0	0.000253095544687516	0
PRMT_CO3_canis_ONT_20240807_bc03	6.01234551761222e-05	0.00115091092029757	0.00753341056649526	0.000172422275709739	0	0	5.6224655122741e-05	0.253948069961088	0.620592277829913	0.0129749860032157	0.0770983060356201	0	0	0.0178968882719113	0	0.000254885103223093	0.00422681945590167	0	0.000176308859047836	0.0035659984006402	0	0.000292368206638253	0
PRMT_CP1_canis_PB_20240807_bc31	0.00297049451652596	0.00894836534581594	0.0102462883667791	0.000171109092076034	0	0	6.50214549391325e-05	0.268952042629725	0.619768415979323	0.00841676025276737	0.0632878132654405	0	0	0.00611202575257721	0	0.000164264728267282	0.00892491271218243	0	0.00012108446400614	0.0016734472226785	0	0.000140310216668275	3.76440002279188e-05
PRMT_CP2_canis_PB_20240807_bc32	0.00317954785562513	0.00857221251217054	0.00919970402612573	0.00012051564568717	0	0	9.11658405322603e-05	0.286475663660544	0.611152954470576	0.00972027123169485	0.0550991706474565	0	0	0.00622966743434777	0	0.00016803115705946	0.00797593936154296	4.11140065145488e-05	0.000155736880755454	0.00166626936066897	0	0.000152035908698517	0
PRMT_CP3_canis_PB_20240807_bc33	0.00248109016738039	0.00852247323511423	0.0121240360221351	0.000169505011181037	0	0	0.00012566750828939	0.236261397585513	0.638500269749252	0.00898350751338454	0.0724687153364762	0	0	0.00795504140022203	0	0.000254257516801384	0.0105396220310547	0	0.000172416695473797	0.00129003021454583	0	0.000151970013176847	0
PRMT_LM1_canis_MONT_20240807_bc16	0.00329093791589963	0.0203493915966153	0.0122526418332823	0.000189356589661018	0	0	8.83664085084752e-05	0.268141978935458	0.615887161518881	0.0039030931626869	0.0633404439278317	0	0	0.00483490751326685	0	0.000252475452881358	0.00643391612393792	0	0.000206376498661995	0.000753210092041589	0	7.57424303857003e-05	0
PRMT_LM2_canis_MONT_20240807_bc17	0.00348576621186492	0.0198056774431992	0.0106342246233947	0.000128490999613752	0	0	6.42246821753338e-05	0.290356733567369	0.603254445479225	0.00430708368305807	0.0562390455524372	0	0	0.00416520299742919	0	0.000334883535031452	0.0058337828212883	2.90540228888415e-05	0.000162573826853975	0.00109482773540575	0	8.10454322733989e-05	2.29373864911906e-05
PRMT_LM3_canis_MONT_20240807_bc18	0.0027438090363767	0.0184375486766246	0.0137066665994274	0.000170721092141462	0	0	9.75725882860748e-05	0.24340125255722	0.628376876614375	0.00392945271412882	0.0745821759139621	0	0	0.00508248642911137	0	0.000454757953357744	0.00765273861041955	4.53015588471061e-05	0.000141000564853016	0.00107483154713831	0	0.00010280754373104	0
PRMT_HM1_human_MONT_20240807_bc28	0.0184076304006463	0.00457427836305905	0.124998956060991	0.000221670726374201	0	0	0	0.00369763573907625	0.818295075154997	0.000296408304335804	0.0254150480374979	0	0	0.000137339469706826	0	0.00137580416161836	0.00160711278117533	0.000342143942076651	0	0.000630896858445777	0	0	0
PRMT_HM2_human_MONT_20240807_bc29	0.0160314850284848	0.00614337157477952	0.11476872791214	0.000269598340310325	0	0	0	0.00306512579249991	0.831186865262526	0.000301505223515464	0.0239319135314964	0	0	8.42037309269768e-05	0	0.0015858369329927	0.00164898973065329	0.000421018654634884	0	0.000561358285038782	0	0	0
PRMT_HM3_human_MONT_20240807_bc30	0.0157847283730903	0.00351138016456079	0.144438675517428	0.000211469696380992	0	0	0	0.00553972783654119	0.795450444149605	0.000245612356784006	0.0285490369456888	0	0	0.000158703169132621	0	0.00203291202365119	0.00208581308002873	0.000691492379792133	0	0.00126221783847575	0	0	3.77864688411002e-05
PRMT_HO1_human_ONT_20240807_bc13	9.68218268994855e-05	0.000877131635155381	0.0751395113863757	0.000250078774549052	0	0	0	0.00301239506060213	0.888654059749783	0.000447996782853757	0.0288010721037464	1.58547490938525e-05	0	7.37663648160364e-05	0	0.00111224829700245	0.000958954007448158	8.29866375050776e-05	0	0.000465596734476149	0	0	1.15258896931615e-05
PRMT_HO2_human_ONT_20240807_bc14	0.000194479684024334	0.00101257037078229	0.0760069240408144	0.000282784791720187	0	0	0	0.00464368085393188	0.888047116875319	0.000529150952975302	0.0261147140990915	0	0	0.000112505777351072	0	0.00128013330445375	0.000805784621570448	5.77732370181027e-05	0	0.000912381390947403	0	0	0
PRMT_HO3_human_ONT_20240807_bc15	0.000123876250987238	0.000944045012090326	0.09234404942652	0.000311514687387101	0	0	0	0.00326539497316043	0.867723252106513	0.00043823940516862	0.0314073983370783	0	0	6.9859772983564e-05	0	0.0016978036666231	0.00104577932032096	0.000107965071069549	0	0.000495418423964097	0	0	2.54035461340115e-05
PRMT_HP1_human_PB_20240807_bc43	0.0215215723226775	0.00429424569110035	0.141506558175015	0.00012889964988068	0	0	0	0.00432828947795746	0.798567038420608	0.000592205099913479	0.0242745031649837	0	0	0.00012889964988068	0	0.00059224163458691	0.003069205176889	0.000215994007908167	0	0.000738536030462865	0	0	4.18114981362931e-05
PRMT_HP2_human_PB_20240807_bc44	0.0186760981342705	0.00481354630139638	0.127701243600706	0.000198608571712297	0	0	0	0.00380704258420995	0.817271990953424	0.000537413764426357	0.0221456703507254	0	0	7.59385715370546e-05	0	0.00056077714365825	0.00297328714710468	0.000379692857685273	0	0.000858690019144735	0	0	0
PRMT_HP3_human_PB_20240807_bc45	0.0188488544910636	0.00456062062877351	0.174484378634488	0.000198064626457474	0	0	0	0.00390373587223088	0.764480027489355	0.00061928561939505	0.0264624391045442	0	0	0.000106978879486192	0	0.000935496158911172	0.00415396712898513	0.000459781567153423	0	0.000763608335436996	0	0	2.27614637204665e-05
