rank	sample	platform	primer	sample_name	sample_nr	GS_name	source	barcode	name	workflow	db	Vregion	method	path	file.names	rep	filename	bamfile	project	mapq.filt	sample_ID	group	GS_version	R2	p_value	significant
genus	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GM2_GMS_MONT_20240807_bc23_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GM2_GMS_MONT_20240807_bc23	34	D6331	0.663535405490754	0.0291107171023652	TRUE
genus	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GM3_GMS_MONT_20240807_bc24_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GM3_GMS_MONT_20240807_bc24	34	D6331	0.654707531438858	0.0291107171023652	TRUE
genus	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GM1_GMS_MONT_20240807_bc22_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GM1_GMS_MONT_20240807_bc22	60	D6331	0.593396628491464	0.0291107171023652	TRUE
genus	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GM2_GMS_MONT_20240807_bc23_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GM2_GMS_MONT_20240807_bc23	60	D6331	0.596701473113782	0.0291107171023652	TRUE
genus	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GM3_GMS_MONT_20240807_bc24_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GM3_GMS_MONT_20240807_bc24	60	D6331	0.599864306091584	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	ONT	ONT	ONT1	1	NA	GMS	bc07	GO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GO1_GMS_ONT_20240807_bc07_pass.fastq_rel-abundance.tsv	PRMT_GO1_GMS_ONT_20240807_bc07_pass.fastq_rel-abundance.tsv	1	PRMT_GO1_GMS_ONT_20240807_bc07	NA	NA	NA	NA	7	D6331	0.665273600715552	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	ONT	ONT	ONT2	2	NA	GMS	bc08	GO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GO2_GMS_ONT_20240807_bc08_pass.fastq_rel-abundance.tsv	PRMT_GO2_GMS_ONT_20240807_bc08_pass.fastq_rel-abundance.tsv	2	PRMT_GO2_GMS_ONT_20240807_bc08	NA	NA	NA	NA	7	D6331	0.671270613601929	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	ONT	ONT	ONT3	3	NA	GMS	bc09	GO3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GO3_GMS_ONT_20240807_bc09_pass.fastq_rel-abundance.tsv	PRMT_GO3_GMS_ONT_20240807_bc09_pass.fastq_rel-abundance.tsv	3	PRMT_GO3_GMS_ONT_20240807_bc09	NA	NA	NA	NA	7	D6331	0.655026230233147	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	ONT	ONT	ONT1	1	NA	GMS	bc07	GO1	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GO1_GMS_ONT_20240807_bc07_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GO1_GMS_ONT_20240807_bc07	22	D6331	0.588512949780842	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	ONT	ONT	ONT2	2	NA	GMS	bc08	GO2	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GO2_GMS_ONT_20240807_bc08_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GO2_GMS_ONT_20240807_bc08	22	D6331	0.593672876523458	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	ONT	ONT	ONT3	3	NA	GMS	bc09	GO3	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GO3_GMS_ONT_20240807_bc09_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GO3_GMS_ONT_20240807_bc09	22	D6331	0.583897698271452	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	ONT	ONT	ONT1	1	NA	GMS	bc07	GO1	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GO1_GMS_ONT_20240807_bc07_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GO1_GMS_ONT_20240807_bc07	48	D6331	0.676261425837823	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	ONT	ONT	ONT2	2	NA	GMS	bc08	GO2	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GO2_GMS_ONT_20240807_bc08_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GO2_GMS_ONT_20240807_bc08	48	D6331	0.689610183782764	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	ONT	ONT	ONT3	3	NA	GMS	bc09	GO3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GO3_GMS_ONT_20240807_bc09_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GO3_GMS_ONT_20240807_bc09	48	D6331	0.681027733007718	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	ONT	ONT	ONT1	1	NA	GMS	bc07	GO1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GO1_GMS_ONT_20240807_bc07_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GO1_GMS_ONT_20240807_bc07	35	D6331	0.646271743931536	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	ONT	ONT	ONT2	2	NA	GMS	bc08	GO2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GO2_GMS_ONT_20240807_bc08_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GO2_GMS_ONT_20240807_bc08	35	D6331	0.653181014253175	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	ONT	ONT	ONT3	3	NA	GMS	bc09	GO3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GO3_GMS_ONT_20240807_bc09_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GO3_GMS_ONT_20240807_bc09	35	D6331	0.640845861819733	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	ONT	ONT	ONT1	1	NA	GMS	bc07	GO1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GO1_GMS_ONT_20240807_bc07_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GO1_GMS_ONT_20240807_bc07	61	D6331	0.570058116523041	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	ONT	ONT	ONT2	2	NA	GMS	bc08	GO2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GO2_GMS_ONT_20240807_bc08_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GO2_GMS_ONT_20240807_bc08	61	D6331	0.571361175148653	0.0291107171023652	TRUE
genus	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	ONT	ONT	ONT3	3	NA	GMS	bc09	GO3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GO3_GMS_ONT_20240807_bc09_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GO3_GMS_ONT_20240807_bc09	61	D6331	0.556955169636556	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	ONT	PB	PB1	1	NA	GMS	bc37	GP1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GP1_GMS_PB_20240807_bc37_pass.fastq_rel-abundance.tsv	PRMT_GP1_GMS_PB_20240807_bc37_pass.fastq_rel-abundance.tsv	1	PRMT_GP1_GMS_PB_20240807_bc37	NA	NA	NA	NA	8	D6331	0.724848058618034	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	ONT	PB	PB2	2	NA	GMS	bc38	GP2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GP2_GMS_PB_20240807_bc38_pass.fastq_rel-abundance.tsv	PRMT_GP2_GMS_PB_20240807_bc38_pass.fastq_rel-abundance.tsv	2	PRMT_GP2_GMS_PB_20240807_bc38	NA	NA	NA	NA	8	D6331	0.744915660603227	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	ONT	PB	PB3	3	NA	GMS	bc39	GP3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GP3_GMS_PB_20240807_bc39_pass.fastq_rel-abundance.tsv	PRMT_GP3_GMS_PB_20240807_bc39_pass.fastq_rel-abundance.tsv	3	PRMT_GP3_GMS_PB_20240807_bc39	NA	NA	NA	NA	8	D6331	0.721752703618085	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	ONT	PB	PB1	1	NA	GMS	bc37	GP1	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GP1_GMS_PB_20240807_bc37_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GP1_GMS_PB_20240807_bc37	23	D6331	0.607778002027064	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	ONT	PB	PB2	2	NA	GMS	bc38	GP2	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GP2_GMS_PB_20240807_bc38_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GP2_GMS_PB_20240807_bc38	23	D6331	0.622555062024014	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	ONT	PB	PB3	3	NA	GMS	bc39	GP3	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GP3_GMS_PB_20240807_bc39_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GP3_GMS_PB_20240807_bc39	23	D6331	0.599739490317554	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	ONT	PB	PB1	1	NA	GMS	bc37	GP1	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GP1_GMS_PB_20240807_bc37_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GP1_GMS_PB_20240807_bc37	49	D6331	0.726181231943951	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	ONT	PB	PB2	2	NA	GMS	bc38	GP2	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GP2_GMS_PB_20240807_bc38_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GP2_GMS_PB_20240807_bc38	49	D6331	0.741449886337229	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	ONT	PB	PB3	3	NA	GMS	bc39	GP3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GP3_GMS_PB_20240807_bc39_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GP3_GMS_PB_20240807_bc39	49	D6331	0.735938133729824	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	ONT	PB	PB1	1	NA	GMS	bc37	GP1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GP1_GMS_PB_20240807_bc37_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GP1_GMS_PB_20240807_bc37	36	D6331	0.694263471843133	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	ONT	PB	PB2	2	NA	GMS	bc38	GP2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GP2_GMS_PB_20240807_bc38_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GP2_GMS_PB_20240807_bc38	36	D6331	0.713910856941715	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	ONT	PB	PB3	3	NA	GMS	bc39	GP3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GP3_GMS_PB_20240807_bc39_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GP3_GMS_PB_20240807_bc39	36	D6331	0.696868127285055	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	ONT	PB	PB1	1	NA	GMS	bc37	GP1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GP1_GMS_PB_20240807_bc37_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GP1_GMS_PB_20240807_bc37	62	D6331	0.616506946787046	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	ONT	PB	PB2	2	NA	GMS	bc38	GP2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GP2_GMS_PB_20240807_bc38_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GP2_GMS_PB_20240807_bc38	62	D6331	0.612516542738547	0.0291107171023652	TRUE
genus	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	ONT	PB	PB3	3	NA	GMS	bc39	GP3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GP3_GMS_PB_20240807_bc39_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GP3_GMS_PB_20240807_bc39	62	D6331	0.619094032543162	0.0291107171023652	TRUE
order	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	PRMT_GM1_GMS_MONT_20240807_bc22_pass.fastq_rel-abundance.tsv	1	PRMT_GM1_GMS_MONT_20240807_bc22	NA	NA	NA	NA	6	D6331	0.804957475999185	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	PRMT_GM2_GMS_MONT_20240807_bc23_pass.fastq_rel-abundance.tsv	2	PRMT_GM2_GMS_MONT_20240807_bc23	NA	NA	NA	NA	6	D6331	0.809600533992602	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	PRMT_GM3_GMS_MONT_20240807_bc24_pass.fastq_rel-abundance.tsv	3	PRMT_GM3_GMS_MONT_20240807_bc24	NA	NA	NA	NA	6	D6331	0.803550505779863	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GM1_GMS_MONT_20240807_bc22_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GM1_GMS_MONT_20240807_bc22	21	D6331	0.776672769550492	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GM2_GMS_MONT_20240807_bc23_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GM2_GMS_MONT_20240807_bc23	21	D6331	0.77847552125911	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_GM3_GMS_MONT_20240807_bc24_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_GM3_GMS_MONT_20240807_bc24	21	D6331	0.76324461951384	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GM1_GMS_MONT_20240807_bc22_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GM1_GMS_MONT_20240807_bc22	47	D6331	0.874914136232153	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GM2_GMS_MONT_20240807_bc23_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GM2_GMS_MONT_20240807_bc23	47	D6331	0.878761298495962	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_GM3_GMS_MONT_20240807_bc24_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_GM3_GMS_MONT_20240807_bc24	47	D6331	0.879817910880163	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GM1_GMS_MONT_20240807_bc22_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GM1_GMS_MONT_20240807_bc22	34	D6331	0.805096057220235	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GM2_GMS_MONT_20240807_bc23_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GM2_GMS_MONT_20240807_bc23	34	D6331	0.809753486802517	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_GM3_GMS_MONT_20240807_bc24_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_GM3_GMS_MONT_20240807_bc24	34	D6331	0.8039010302503	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	ONT	MONT	MONT1	1	NA	GMS	bc22	GM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GM1_GMS_MONT_20240807_bc22_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GM1_GMS_MONT_20240807_bc22	60	D6331	0.697618165601349	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	ONT	MONT	MONT2	2	NA	GMS	bc23	GM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GM2_GMS_MONT_20240807_bc23_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GM2_GMS_MONT_20240807_bc23	60	D6331	0.701357221852052	0.0158535161233499	TRUE
order	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	ONT	MONT	MONT3	3	NA	GMS	bc24	GM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_GM3_GMS_MONT_20240807_bc24_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_GM3_GMS_MONT_20240807_bc24	60	D6331	0.70256501981205	0.0158535161233499	TRUE
order	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	ONT	ONT	ONT1	1	NA	GMS	bc07	GO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GO1_GMS_ONT_20240807_bc07_pass.fastq_rel-abundance.tsv	PRMT_GO1_GMS_ONT_20240807_bc07_pass.fastq_rel-abundance.tsv	1	PRMT_GO1_GMS_ONT_20240807_bc07	NA	NA	NA	NA	7	D6331	0.756346415048437	0.0158535161233499	TRUE
order	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	ONT	ONT	ONT2	2	NA	GMS	bc08	GO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_GO2_GMS_ONT_20240807_bc08_pass.fastq_rel-abundance.tsv	PRMT_GO2_GMS_ONT_20240807_bc08_pass.fastq_rel-abundance.tsv	2	PRMT_GO2_GMS_ONT_20240807_bc08	NA	NA	NA	NA	7	D6331	0.755934142861687	0.0158535161233499	TRUE
