superkingdom	phylum	class	order	family	genus	species	Gram.Stain	Zymo_6331_ONT_MONT	Zymo_6331_ONT_ONT	Zymo_6331_ONT_PB	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	1	0	0	0	0	1	2	0	2	1	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	negative	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	negative	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	1	1	1	1	3	6	2	0	0	1	2	1	1	3	6	2	0	0	1	1	1	1	3	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	negative	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	2	2	0	4	2	3	0	1	0	2	2	0	4	2	2	0	1	0	2	2	0	4	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	1	0	0	2	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	negative	994000	994000	994000	35056.7896359854	35705.7855128069	4801.84960020668	16507.7359918541	16883.6253103152	8013.30006689261	23126.9980086644	16465.1007717307	26875.0761431171	26137	26555	3457	12171	12575	5978	17279	12151	20016	34953	35608	4779	16401	16803	7911	23038	16421	26805	34925	35582	4775	16387	16791	7905	23025	16410	26788	15547.3409920995	15747.9629579605	2161.54728535685	7338.96535462271	7368.41746223592	3502.27032979833	10040.8294750155	7085.19290026314	11828.0363877198
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides koreensis	negative	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides mediterraneensis	negative	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1	2	0	4	2	1	0	1	2	1	2	0	4	2	1	0	1	2	1	2	0	4	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	negative	0	0	0	0	0	0	25.0186792080393	0	0	0	0	0	4	1	1	13	4	1	4	0	2	8	2	1	18	5	1	6	2	5	5	2	1	16	5	1	5	2	5	10.4914684854935	3.02593280432213	0.677176467843624	13.5056410648191	3.67335563492387	1.01426884732069	6.98943976979997	4.23638615138538	6.70808812574493
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	4	1	4	2	0	2	2	6	1	4	3	4	5	0	3	1	5	1	4	1	4	2	0	3	2.0306068036439	3.69836231639372	0.338588233921812	1.68820513310239	1.66970710678358	1.35235846309425	4.99245697842855	0	1.67702203143623
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	negative	0	0	0	32.4436822109279	10.1277522033903	0	39.0282769553216	0	0	19.0238356674161	0	18.0243508402673	30	10	1	38	7	8	18	5	16	31	13	1	41	8	8	20	6	16	30	11	1	38	7	8	18	6	16	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	3	0	3	1	0	0	3	1	0	3	0	3	1	0	0	3	1	0	3	0	3	2.0306068036439	0	0	3.37641026620478	0.667882842713431	0.676179231547124	2.32981325659999	0	1.00621321886174
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	negative	0	0	0	10.0072570536362	0	0	10.0071466815104	0	0	0	0	0	10	1	1	9	1	0	6	1	5	10	1	1	9	1	0	6	1	5	10	1	1	9	1	0	6	1	5	3.38434467273983	0.336214756035793	0.338588233921812	3.71405129282526	0.333941421356715	0	2.66264372182856	0.325875857798875	1.67702203143623
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	2	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella clara	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	negative	0	0	0	26.0190796724671	12.1531450867415	0	0	0	12.0202696576892	19.0238525777623	0	23.0310283137653	25	11	2	6	7	12	16	4	20	25	11	2	7	7	12	16	4	22	25	11	2	7	7	12	16	4	22	9.47616508367154	4.7070065845011	0.677176467843624	3.0387692395843	2.33758994949701	4.05707538928275	6.6566093045714	1.62937928899438	8.72051456346841
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella corporis	negative	498000	498000	498000	19992.439853681	20177.7833161777	2844.03015400416	10174.7962449282	10823.7045748967	4712.68170433591	12645.3497375783	8868.21719439993	14132.3838978345	19994	20178	2837	10178	10843	4742	12651	8855	14120	20031	20212	2841	10207	10862	4751	12667	8869	14141	20019	20202	2839	10202	10859	4749	12660	8866	14133	6788.99541351611	6807.67638021273	962.606349039712	3454.74298438073	3634.95237146785	1610.32083992948	4219.29180770258	2894.42936896961	4748.32017980855
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	4	1	2	0	5	2	6	2	2	4	2	5	3	6	1	6	1	2	4	2	5	3	6	7.10712381275365	8.40536890089482	2.7087058713745	0.675282053240956	1.33576568542686	1.01426884732069	6.32377883934283	2.93288272018988	4.69566168802145
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Prevotellamassilia timonensis	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76868934547967	3.69836231639372	0.338588233921812	2.70112821296382	2.33758994949701	4.73325462082987	5.65811790888569	0.325875857798875	7.04349253203218
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	negative	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	4	1	1	1	0	2	5	3	1	8	1	1	2	2	3	5	2	1	6	1	1	2	2	3	3.04591020546585	3.02593280432213	0.338588233921812	6.07753847916861	2.33758994949701	0.338089615773562	2.99547418705713	2.607006862391	2.68323525029797
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	negative	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	9	4	4	4	0	4	8	2	1	9	4	4	4	0	4	6	2	1	9	4	4	4	0	4	2.70747573819187	0.672429512071585	0.338588233921812	3.0387692395843	1.66970710678358	1.35235846309425	1.33132186091428	0	1.34161762514899
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	negative	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	1	0	0	2	1	0	1	1	0	1	0	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	2	0	1	0	0	0	4	0	2	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	2	0	2	1	1	0	1	0	4	3	0	2	1	1	0	1	0	4	2	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola coprocola	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	2	4	0	2	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola coprophilus	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	1	0	0	0	3	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
