# for formatting consistency
#OTU ID	DNA.profile
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	0.0000000000
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.0000000000
HISDEG-PWY: L-histidine degradation I	0.0000000000
HISTSYN-PWY: L-histidine biosynthesis	0.0281893485
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.0000000000
HSERMETANA-PWY: L-methionine biosynthesis III	0.0000000000
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	1.0000000000
LACTOSECAT-PWY: lactose and galactose degradation I	0.0000000000
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.0000000000
METHANOGENESIS-PWY: methanogenesis from H2 and CO2	0.0000000000
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0.0000000000
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.9999976095
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.9965500889
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.0000000000
P108-PWY: pyruvate fermentation to propanoate I	0.0000000000
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.0000000000
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.0000000000
P42-PWY: incomplete reductive TCA cycle	0.0000000000
P441-PWY: superpathway of N-acetylneuraminate degradation	0.0000000000
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.0000000000
PANTO-PWY: phosphopantothenate biosynthesis I	0.7122875807
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.0000008864
PENTOSE-P-PWY: pentose phosphate pathway	0.0000000000
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.9999931954
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.0000000000
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.0000000000
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.0000000000
PPGPPMET-PWY: ppGpp biosynthesis	0.0000000000
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.0000000000
PWY-1042: glycolysis IV (plant cytosol)	0.9999999313
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0.0000000000
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	0.0000000000
PWY-2941: L-lysine biosynthesis II	0.0000000000
PWY-2942: L-lysine biosynthesis III	0.9760874936
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.0000000078
PWY-3841: folate transformations II	0.3340476423
PWY-4242: pantothenate and coenzyme A biosynthesis III	0.0000000000
PWY-4702: phytate degradation I	0.0000000000
PWY-4981: L-proline biosynthesis II (from arginine)	0.0000000000
PWY-4984: urea cycle	0.0000000000
PWY-5005: biotin biosynthesis II	0.0000000000
PWY-5030: L-histidine degradation III	0.0000000000
PWY-5097: L-lysine biosynthesis VI	0.9999990944
PWY-5100: pyruvate fermentation to acetate and lactate II	0.0000000003
PWY-5101: L-isoleucine biosynthesis II	0.0000000000
PWY-5103: L-isoleucine biosynthesis III	0.1307425427
PWY-5104: L-isoleucine biosynthesis IV	0.0000000000
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.0000000000
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	0.0000000000
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.0000000000
PWY-5177: glutaryl-CoA degradation	0.0000000000
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.0000000083
PWY-5198: factor 420 biosynthesis	0.0000000000
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	0.0000000000
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.0000000000
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.0000000000
PWY-5367: petroselinate biosynthesis	0.0000000000
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.0000000000
PWY-5659: GDP-mannose biosynthesis	0.0002575672
PWY-5667: CDP-diacylglycerol biosynthesis I	0.9999999885
PWY-5686: UMP biosynthesis	0.9999999392
PWY-5690: TCA cycle II (plants and fungi)	0.0000000000
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.8542083551
PWY-5973: cis-vaccenate biosynthesis	0.0001763371
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.0000000000
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.9989083514
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.9986358116
PWY-6123: inosine-5'-phosphate biosynthesis I	0.0141403332
PWY-6124: inosine-5'-phosphate biosynthesis II	0.0118114473
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.0008174939
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.0008178750
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.0000000000
PWY-6151: S-adenosyl-L-methionine cycle I	0.9995198513
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.9999998302
PWY-6167: flavin biosynthesis II (archaea)	0.0000000000
PWY-6168: flavin biosynthesis III (fungi)	0.0000193069
PWY-621: sucrose degradation III (sucrose invertase)	0.2318954688
PWY-6270: isoprene biosynthesis I	0.0000000000
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.9986358116
PWY-6305: putrescine biosynthesis IV	0.0000000000
PWY-6317: galactose degradation I (Leloir pathway)	0.6566087389
PWY-6353: purine nucleotides degradation II (aerobic)	0.0000000000
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.1035933174
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.9999999903
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.9999999748
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.0000000050
PWY-6527: stachyose degradation	0.5891423358
PWY-6531: mannitol cycle	0.0000000000
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.0003017634
PWY-6588: pyruvate fermentation to acetone	0.0000000000
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0.0000000000
PWY-6606: guanosine nucleotides degradation II	0.0000000000
PWY-6608: guanosine nucleotides degradation III	0.0000000000
PWY-6609: adenine and adenosine salvage III	0.0000000346
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.0000000000
PWY-6700: queuosine biosynthesis	0.2650961861
PWY-6703: preQ0 biosynthesis	0.0812996255
PWY-6737: starch degradation V	1.0000000000
PWY-6859: all-trans-farnesol biosynthesis	0.0000000000
PWY-6897: thiamin salvage II	0.0360685965
PWY-6901: superpathway of glucose and xylose degradation	0.0000000000
PWY-6936: seleno-amino acid biosynthesis	0.0000000000
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	0.0000000000
PWY-7003: glycerol degradation to butanol	0.0000000000
PWY-7111: pyruvate fermentation to isobutanol (engineered)	1.0000000000
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.0006701626
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.0000000000
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0.0000000018
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.0033752984
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.0000000000
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.0000000002
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.3339158204
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.0000000000
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.0000000000
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.0000000000
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.9999999999
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.0003506817
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.9999999999
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.0003506817
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.3339158216
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.0014006003
PWY-7234: inosine-5'-phosphate biosynthesis III	0.0000000000
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	0.0000000000
PWY-7237: myo-, chiro- and scillo-inositol degradation	0.0000000000
PWY-7242: D-fructuronate degradation	0.0000000050
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.2878912371
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.0000000000
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0.0000000000
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.0000000000
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.1356209471
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0.0000000000
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.0000000000
PWY-7392: taxadiene biosynthesis (engineered)	0.0000000000
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.0000000000
PWY-7456: mannan degradation	0.0002735515
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.0000000000
PWY-7560: methylerythritol phosphate pathway II	0.0000000000
PWY-7663: gondoate biosynthesis (anaerobic)	0.0001410747
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.0014307273
PWY0-1296: purine ribonucleosides degradation	0.8526928045
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.0000000000
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.0000000000
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.9999999885
PWY0-1479: tRNA processing	0.0000000000
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.0000000000
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.0001613114
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.0018282383
PWY0-781: aspartate superpathway	0.0000000000
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.0000000000
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.0000000000
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.0000000000
PWY66-398: TCA cycle III (animals)	0.0000000000
PWY66-399: gluconeogenesis III	0.0000000000
PWY66-400: glycolysis VI (metazoan)	0.0000000000
PWY66-409: superpathway of purine nucleotide salvage	0.0000000000
PWY66-422: D-galactose degradation V (Leloir pathway)	0.6566087389
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	0.0001299244
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.0000000000
RHAMCAT-PWY: L-rhamnose degradation I	0.0000149263
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.0000000000
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.0000000000
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.9606452247
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	0.0000000000
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.0000000000
TCA: TCA cycle I (prokaryotic)	0.0000000000
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	0.0814753960
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.0000000047
TRNA-CHARGING-PWY: tRNA charging	0.0000000000
TRPSYN-PWY: L-tryptophan biosynthesis	0.0082530430
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.0000000000
VALSYN-PWY: L-valine biosynthesis	1.0000000000
