feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Gemmiger	source	Canis_lupus	-8.63718612597932	0.156009115921613	27	27	7.82395969520649e-27	2.53128107786092e-25
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus	source	Canis_lupus	6.8688378569168	0.126433386428042	27	27	1.22672651372752e-26	3.74833101416744e-25
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaeromassilibacillus	source	Canis_lupus	-6.29181143203795	0.119977288494331	27	27	2.84488772730321e-26	7.4663024153032e-25
Bacteria.Firmicutes.Clostridia.Clostridiales.Vallitaleaceae.Vallitalea	source	Canis_lupus	-1.13051798903732	0.0215594914492997	27	9	2.85077001311577e-26	7.4663024153032e-25
Bacteria.Firmicutes.Clostridia.Clostridiales.Vallitaleaceae.Vallitalea	source	Homo_sapiens	-1.13051798903732	0.0215594914492997	27	9	2.85077001311577e-26	7.4663024153032e-25
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.missing	source	Canis_lupus	-3.48612233507414	0.0668285490870656	27	27	3.22633795346065e-26	8.06584488365162e-25
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus	source	Homo_sapiens	-6.30771209158023	0.124786432198674	27	27	6.82478566835392e-26	1.56401338233111e-24
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Dysosmobacter	source	Canis_lupus	-4.0691999171809	0.0804933621807243	27	27	6.8081860628445e-26	1.56401338233111e-24
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira	source	Homo_sapiens	-3.28295615220219	0.0652086988514735	27	27	7.50916272938408e-26	1.6520158004645e-24
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalimonas	source	Homo_sapiens	-3.39718429882426	0.067753343499756	27	27	8.27398395291146e-26	1.75026583619281e-24
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.missing	source	Homo_sapiens	-5.30397244886166	0.106551541585315	27	27	9.82986419441988e-26	2.00237974330775e-24
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Sporobacter	source	Homo_sapiens	-4.09813815128177	0.0847273069046825	27	27	1.94618855058913e-25	3.82287036722865e-24
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Frisingicoccus	source	Homo_sapiens	-2.43629619567534	0.0519893186686475	27	27	4.12851536740703e-25	7.82994293818574e-24
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerobutyricum	source	Canis_lupus	-3.658374743398	0.0797831777937105	27	27	6.91713164009137e-25	1.26814080068342e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Pseudoclostridium	source	Homo_sapiens	-7.73799668501362	0.169536219421971	27	21	7.72074978462905e-25	1.36981044565999e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea	source	Canis_lupus	-7.30443115642484	0.16303679160774	27	27	1.19968311166702e-24	2.0619553481777e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Negativibacillus	source	Homo_sapiens	-4.40265964820941	0.100777410417716	27	27	2.1816152370351e-24	3.63602539505849e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Catabacteriaceae.Catabacter	source	Canis_lupus	-5.25310251187645	0.121622878099148	27	18	2.85874016232268e-24	4.62443261552198e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Oscillibacter	source	Homo_sapiens	-3.68064955748288	0.0868241881491429	27	27	4.45200521990548e-24	6.9960082027086e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerotignum	source	Homo_sapiens	2.16217568099887	0.0513924566877876	27	27	5.32792597951514e-24	8.13988691314813e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.missing	source	Homo_sapiens	-2.80298184800278	0.0668285490870656	27	27	5.72988118723743e-24	8.51739095400158e-23
Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae.Megamonas	source	Homo_sapiens	-6.21113025044837	0.148280345839318	27	27	5.91121732933357e-24	8.55570929245648e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.Emergencia	source	Canis_lupus	3.85519234389018	0.0926631301223196	27	27	6.94230705659262e-24	9.79043302852805e-23
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Oscillibacter	source	Canis_lupus	-3.6036938123079	0.0868241881491429	27	27	7.34418696300952e-24	1.00982570741381e-22
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Falcatimonas	source	Homo_sapiens	-6.16946886887163	0.149611607052726	27	17	8.56710739597495e-24	1.1492461140942e-22
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Flintibacter	source	Canis_lupus	-3.26529834754067	0.0808190076181066	27	27	1.38957288456551e-23	1.81967877740721e-22
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Colidextribacter	source	Canis_lupus	-1.19611379526271	0.0307926750495109	27	9	3.52341615779998e-23	4.40427019724997e-22
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Colidextribacter	source	Homo_sapiens	-1.19611379526271	0.0307926750495109	27	9	3.52341615779988e-23	4.40427019724997e-22
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus	source	Canis_lupus	4.86968754088235	0.129475779462311	27	27	7.55156604611017e-23	9.22969183413465e-22
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Kineothrix	source	Homo_sapiens	-6.57910575615002	0.175299869804724	27	13	7.94207824828711e-23	9.49596312295198e-22
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ruminiclostridium	source	Homo_sapiens	-2.49746219156339	0.0682737289049771	27	18	1.45504359523702e-22	1.70271059017098e-21
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Caproiciproducens	source	Canis_lupus	-6.2798795580237	0.176689122538363	27	26	2.86903756399914e-22	3.28743887541568e-21
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Peptacetobacter	source	Canis_lupus	8.3940113392792	0.239064300745756	27	27	3.82220805527474e-22	4.29023353143083e-21
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Kineothrix	source	Canis_lupus	-6.06013584158761	0.175299869804724	27	13	5.51301818255873e-22	6.06432000081461e-21
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Falcatimonas	source	Canis_lupus	-4.94935511454198	0.149611607052726	27	17	1.55287535291436e-21	1.67466949824098e-20
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes	source	Canis_lupus	-7.68156440720841	0.232607439143077	27	20	1.61783770798995e-21	1.71117449883552e-20
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Sporobacter	source	Canis_lupus	-2.76565652139005	0.0847273069046825	27	27	2.12630545480721e-21	2.20654339649805e-20
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Hungateiclostridium	source	Homo_sapiens	-1.8787401474505	0.0582078652313237	27	27	2.76992034951962e-21	2.82121517080702e-20
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Butyricicoccus	source	Homo_sapiens	-1.79243226163186	0.0569087211540996	27	27	4.91722705190713e-21	4.91722705190713e-20
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Peptococcus	source	Canis_lupus	4.55477746346615	0.147661525347086	27	18	8.02076356097435e-21	7.87753564024267e-20
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Lutispora	source	Canis_lupus	-1.18844303729148	0.0385878976286499	27	9	8.3171529708571e-21	7.88695540339897e-20
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Lutispora	source	Homo_sapiens	-1.18844303729149	0.0385878976286499	27	9	8.3171529708571e-21	7.88695540339897e-20
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Neglecta	source	Canis_lupus	-6.32164607900862	0.205648657018727	27	24	8.69472785932599e-21	8.10525478411745e-20
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus	source	Homo_sapiens	-3.88645085500047	0.129475779462311	27	27	1.51830093250597e-20	1.39177585479714e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruthenibacterium	source	Canis_lupus	2.03579869410511	0.0679848199142819	27	27	1.60596097352091e-20	1.44799759907623e-19
Bacteria.Candidatus.Melainabacteria.unassigned.Vampirovibrionales.unassigned.Vampirovibrio	source	Canis_lupus	-3.88113971070311	0.129992115474045	27	27	1.72066814253837e-20	1.52639915870339e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia	source	Homo_sapiens	-7.27773354399824	0.244507423507745	27	24	1.8492726014356e-20	1.61444433458664e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lacrimispora	source	Canis_lupus	-1.31905002567555	0.0447513364837508	27	27	2.32467444050546e-20	1.99776709730938e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Catabacteriaceae.Catabacter	source	Homo_sapiens	-3.57115214770779	0.121622878099148	27	18	2.54225654226928e-20	2.15114015115093e-19
Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Megasphaera	source	Canis_lupus	1.29260978970955	0.0445117684490328	27	9	3.29153142885188e-20	2.74294285737657e-19
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium	source	Homo_sapiens	2.23603444488787	0.0784369846755568	27	27	5.07005901979399e-20	4.16198874759208e-19
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus	source	Canis_lupus	-4.02979846255922	0.141461706039615	27	10	5.15610183170723e-20	4.17037648152791e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Terrisporobacter	source	Homo_sapiens	-5.13689608059979	0.180615829794958	27	15	5.35357928625197e-20	4.267345807882e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Cuneatibacter	source	Canis_lupus	-6.11692640343586	0.217307585225706	27	27	6.81253605708878e-20	5.35270690199833e-19
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus	source	Homo_sapiens	-3.9186873514481	0.141461706039615	27	10	9.89632848085233e-20	7.66616994995603e-19
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium	source	Canis_lupus	2.13978532982748	0.0784369846755568	27	27	1.41385837704799e-19	1.08003070468943e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium	source	Canis_lupus	-8.36958932269626	0.310883716869942	27	26	1.92329963306488e-19	1.44906136737765e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium	source	Homo_sapiens	1.61694013146133	0.0602551372148261	27	27	2.07374287119934e-19	1.54129537724276e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira	source	Canis_lupus	-1.74052012744367	0.0652086988514735	27	27	2.34880255273955e-19	1.72245520534233e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerocolumna	source	Homo_sapiens	-3.42001040318423	0.130014357455304	27	18	3.29692980177562e-19	2.38593604075867e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalicatena	source	Homo_sapiens	-1.06186503847078	0.0406329001105868	27	27	3.83853608335683e-19	2.74181148811202e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerotignum	source	Canis_lupus	1.33391046905236	0.0513924566877876	27	27	4.49747259220633e-19	3.13115180470061e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Pseudoflavonifractor	source	Canis_lupus	-6.15742112864712	0.237215298069885	27	22	4.49054193571087e-19	3.13115180470061e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Abyssivirga	source	Homo_sapiens	-2.77809161242943	0.107935057454229	27	10	5.46375122892558e-19	3.75632896988634e-18
Bacteria.Candidatus.Melainabacteria.unassigned.Vampirovibrionales.unassigned.Vampirovibrio	source	Homo_sapiens	-3.30742312348637	0.129992115474045	27	27	7.13958548151851e-19	4.84786668498171e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.unassigned	source	Canis_lupus	-5.04242873239483	0.200090359495035	27	22	8.91310574101668e-19	5.97830263116972e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.missing	source	Canis_lupus	8.34170813373027	0.335491580180635	27	25	1.21680895473073e-18	8.0631918686976e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalimonas	source	Canis_lupus	1.67764010870933	0.067753343499756	27	27	1.33963421863604e-18	8.77141452678357e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Abyssivirga	source	Canis_lupus	-2.66698050131832	0.107935057454229	27	10	1.40621247188039e-18	8.99321929690948e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium	source	Canis_lupus	-1.48949382657815	0.0602551372148261	27	27	1.39225518927994e-18	8.99321929690948e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Butyrivibrio	source	Canis_lupus	-1.20378962194977	0.0493255653344263	27	9	1.87236384914553e-18	1.17022740571599e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Butyrivibrio	source	Homo_sapiens	-1.20378962194977	0.0493255653344263	27	9	1.87236384914558e-18	1.17022740571599e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium	source	Canis_lupus	-1.61243888890531	0.0664376485680939	27	27	2.12839869702087e-18	1.3153025655747e-17
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Odoribacter	source	Canis_lupus	-5.98214063438485	0.247769388156469	27	23	2.40016800054693e-18	1.46676933366757e-17
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.missing	source	Homo_sapiens	-7.61188205439436	0.315663332984817	27	20	2.47020301206486e-18	1.49297984245678e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus	source	Canis_lupus	-3.00534278603827	0.124786432198674	27	27	2.54230280670971e-18	1.51985493879385e-17
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.missing.Phocaeicola	source	Canis_lupus	-5.2048089792313	0.217006493036728	27	27	2.79669423010024e-18	1.65395895328509e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Terrisporobacter	source	Canis_lupus	-4.30726090324257	0.180615829794958	27	15	3.19164482614873e-18	1.86745175998064e-17
Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Dialister	source	Canis_lupus	-1.39863590563977	0.0592718843778964	27	9	4.07219057877161e-18	2.33302585242127e-17
Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Dialister	source	Homo_sapiens	-1.39863590563977	0.0592718843778964	27	9	4.07219057877167e-18	2.33302585242127e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter	source	Homo_sapiens	-6.42910968002348	0.275205743178311	27	12	5.13250740290604e-18	2.91018460989518e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Hespellia	source	Canis_lupus	-2.43437600295608	0.104887808069859	27	18	5.96344094937927e-18	3.34682910424347e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfonispora	source	Canis_lupus	-1.31091407117093	0.0570673968234468	27	9	7.55930762668062e-18	4.15761919467434e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfonispora	source	Homo_sapiens	-1.31091407117093	0.0570673968234468	27	9	7.55930762668051e-18	4.15761919467434e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Bariatricus	source	Homo_sapiens	-2.51571398638675	0.109889899187968	27	27	8.17659784216524e-18	4.45260278533751e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Syntrophococcus	source	Homo_sapiens	4.58329030591747	0.200467123546976	27	12	8.42673522415368e-18	4.54382781694561e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia	source	Homo_sapiens	-4.99995035280102	0.223764418073363	27	12	1.42683373249384e-17	7.61901507642341e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Flavonifractor	source	Canis_lupus	-1.37826759628131	0.0625039399233676	27	27	1.93274761209305e-17	1.02212614101074e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Alkaliphilus	source	Homo_sapiens	-3.57315634000354	0.163597365552825	27	16	2.40568449721341e-17	1.26012045092131e-16
Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae.Lactivibrio	source	Canis_lupus	-1.34794732935707	0.0619575072537069	27	9	2.63073616109087e-17	1.35224755943923e-16
Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae.Lactivibrio	source	Homo_sapiens	-1.34794732935707	0.061957507253707	27	9	2.63073616109087e-17	1.35224755943923e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter	source	Canis_lupus	-5.9817608448575	0.275205743178311	27	12	2.68782808511857e-17	1.36880133964371e-16
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter	source	Canis_lupus	-1.4995950627709	0.0702840596514929	27	9	4.10732752762252e-17	2.05366376381126e-16
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter	source	Homo_sapiens	-1.4995950627709	0.0702840596514929	27	9	4.10732752762252e-17	2.05366376381126e-16
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides	source	Homo_sapiens	-4.09567172688653	0.192206212555266	27	18	4.2299824352402e-17	2.09593724268659e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Dysosmobacter	source	Homo_sapiens	-1.70122013669945	0.0804933621807243	27	27	5.0998699553293e-17	2.50440042449207e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Hungatella	source	Homo_sapiens	0.834788105021157	0.0397146221019927	27	27	5.77751459025318e-17	2.81206462357455e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Intestinimonas	source	Homo_sapiens	-7.09651111817114	0.339101896398934	27	22	6.38743514755076e-17	3.08165730802888e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Cuneatibacter	source	Homo_sapiens	-4.54567326739503	0.217307585225706	27	27	6.45192181890232e-17	3.08570173947502e-16
Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium	source	Canis_lupus	7.00873346679841	0.335734495900523	27	26	6.75686633980323e-17	3.20368662663084e-16
Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus	source	Canis_lupus	5.72298692361598	0.274875089790484	27	27	7.1795614705808e-17	3.3750075289055e-16
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned.unassigned	source	Canis_lupus	1.50810756277074	0.0741253019621841	27	9	1.21397943220663e-16	5.65837870943766e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.Aminipila	source	Canis_lupus	2.99293967936149	0.147409717816586	27	26	1.27213783118844e-16	5.87962863154323e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia	source	Canis_lupus	-4.50620843662922	0.223764418073363	27	12	1.53189045963942e-16	7.02116460668065e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Candidatus.Arthromitus	source	Canis_lupus	1.70770958366595	0.0849888263131395	27	9	1.61142545515757e-16	7.32466115980714e-16
Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae.Campylobacter	source	Canis_lupus	1.48212851945771	0.0739311914021902	27	9	1.69737086907634e-16	7.65208178681956e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum	source	Canis_lupus	-7.17087455103067	0.363363055931766	27	23	2.42442037553018e-16	1.08409041182244e-15
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Amedibacillus	source	Homo_sapiens	-4.8418682206434	0.246377275909052	27	19	2.66574219071031e-16	1.18238564910538e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaeromassilibacillus	source	Homo_sapiens	-2.35162404430194	0.119977288494331	27	27	2.82952412106784e-16	1.24499061326985e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.unassigned	source	Canis_lupus	-3.31427851559021	0.171192144543117	27	26	3.74177344246583e-16	1.63331380425096e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Paeniclostridium	source	Canis_lupus	2.62071089977938	0.137529369675892	27	10	5.35219095350785e-16	2.31787797199159e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnobacterium	source	Canis_lupus	-1.49231500162167	0.0794393660601077	27	9	7.38440872121168e-16	3.14839131524529e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnobacterium	source	Homo_sapiens	-1.49231500162167	0.0794393660601077	27	9	7.38440872121168e-16	3.14839131524529e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Paludicola	source	Canis_lupus	-1.46123945591236	0.0782444008709379	27	27	8.43132981851277e-16	3.5671010770631e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter	source	Homo_sapiens	-3.16613475369169	0.172560032977989	27	10	1.25484083666546e-15	5.26841572645804e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Sellimonas	source	Homo_sapiens	2.6619809201536	0.145702221863665	27	18	1.38084546735446e-15	5.75352278064358e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerobium	source	Homo_sapiens	-4.45866594015063	0.245834086580498	27	23	1.6271086635913e-15	6.7286448494377e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia	source	Canis_lupus	0.449295841076589	0.0250217366481516	27	27	2.03646827497881e-15	8.35863844207719e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Merdimonas	source	Canis_lupus	5.61807147899501	0.315186245709241	27	14	2.40111131870398e-15	9.78230537249771e-15
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Barnesiellaceae.Barnesiella	source	Homo_sapiens	3.59902862331611	0.202813471743915	27	18	2.6523093958008e-15	1.06479574283974e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Intestinimonas	source	Canis_lupus	-6.01868443753824	0.339101896398934	27	22	2.64101640401158e-15	1.06479574283974e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter	source	Canis_lupus	-3.05502364258058	0.172560032977989	27	10	2.79448818648436e-15	1.11374529171478e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Enterocloster	source	Canis_lupus	-1.01523596614027	0.0574151335800744	27	27	2.87233389811531e-15	1.13653499565714e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Murimonas	source	Homo_sapiens	-1.74077755807101	0.100129555738415	27	19	4.19337485892309e-15	1.6473972660055e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerotruncus	source	Canis_lupus	-1.41990553476738	0.0826985065417656	27	27	5.53752449862653e-15	2.16002728669829e-14
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Fournierella	source	Canis_lupus	4.49693618242716	0.265516882072963	27	22	7.50516141963968e-15	2.90692871887453e-14
