feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales	source	Canis_lupus	2.01974606921065	0.208352593078127	27	9	8.98963768098526e-10	3.16435246370681e-09
Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales	source	Canis_lupus	2.47514902867258	0.337697586169131	27	9	1.43341483113691e-07	4.85155789000186e-07
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales	source	Homo_sapiens	1.47107394539409	0.204787118436447	27	27	2.00877413863834e-07	6.54711571111755e-07
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales	source	Canis_lupus	2.40329085312975	0.342968490996518	27	27	3.02852146145106e-07	9.51821030741762e-07
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales	source	Canis_lupus	-3.21785394120494	0.483718174863327	27	21	7.01089750310559e-07	2.12744475956308e-06
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales	source	Homo_sapiens	2.33117799648086	0.369140246689527	27	24	1.57800139508377e-06	4.62880409224572e-06
Bacteria.Firmicutes.unassigned.unassigned	source	Canis_lupus	-1.14826512119742	0.186314415362755	27	7	2.28496788933572e-06	6.28366169567324e-06
Bacteria.Firmicutes.unassigned.unassigned	source	Homo_sapiens	-1.14826512119742	0.186314415362755	27	7	2.28496788933572e-06	6.28366169567324e-06
Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales	source	Homo_sapiens	1.24483890375356	0.208331358211383	27	7	3.62093057086523e-06	9.65581485564061e-06
Bacteria.Firmicutes.Negativicutes.Veillonellales	source	Homo_sapiens	-0.916323714488845	0.160893660583463	27	27	7.24185408206943e-06	1.87436223300621e-05
Bacteria.Firmicutes.Clostridia.Clostridiales	source	Homo_sapiens	-0.133565183763766	0.0236632272251333	27	27	8.218200216482e-06	2.06629034014405e-05
Bacteria.Firmicutes.Tissierellia.Tissierellales	source	Canis_lupus	-2.01482475326001	0.434197031965425	27	7	0.000103634592518117	0.000253329003933175
Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales	source	Canis_lupus	-0.974153251593136	0.211786101665741	27	6	0.000114923871535438	0.000266139491976804
Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales	source	Homo_sapiens	-0.974153251593137	0.211786101665741	27	6	0.000114923871535437	0.000266139491976804
Bacteria.Firmicutes.Tissierellia.Tissierellales	source	Homo_sapiens	-1.90371364214889	0.434197031965425	27	7	0.000198717550753699	0.000448388319649371
Bacteria.Actinobacteria.Actinobacteria.Propionibacteriales	source	Canis_lupus	1.12628778347586	0.258887954026111	27	6	0.000216640568008581	0.000476609249618877
Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales	source	Canis_lupus	-0.809991593836675	0.218013626246324	27	5	0.00107818216081917	0.0022162264262208
Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales	source	Homo_sapiens	-0.809991593836675	0.218013626246324	27	5	0.00107818216081917	0.0022162264262208
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales	source	Canis_lupus	-0.681544808160969	0.183983683514423	27	5	0.0011081132131104	0.0022162264262208
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales	source	Homo_sapiens	-0.681544808160968	0.183983683514423	27	5	0.0011081132131104	0.0022162264262208
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales	source	Canis_lupus	0.966296022095628	0.288805414709678	27	27	0.00269263289333819	0.00515112379595132
Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales	source	Homo_sapiens	1.27371822751387	0.379844129500482	27	11	0.00264408829753444	0.00515112379595132
Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales	source	Canis_lupus	-1.22437700079485	0.377936394099864	27	19	0.003488714967766	0.00653206206730656
Bacteria.Proteobacteria.Deltaproteobacteria.Bradymonadales	source	Canis_lupus	-0.566715231721471	0.186996936362086	27	4	0.00576973510856869	0.010361973256205
Bacteria.Proteobacteria.Deltaproteobacteria.Bradymonadales	source	Homo_sapiens	-0.566715231721471	0.186996936362086	27	4	0.00576973510856868	0.010361973256205
Bacteria.Tenericutes.Mollicutes.Mycoplasmatales	source	Canis_lupus	-0.609050340374602	0.208322744046494	27	4	0.00743567556300296	0.0128301852851816
Bacteria.Tenericutes.Mollicutes.Mycoplasmatales	source	Homo_sapiens	-0.609050340374602	0.208322744046494	27	4	0.00743567556300297	0.0128301852851816
Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales	source	Canis_lupus	2.04863086226557	0.803535918622964	27	27	0.0175951578015571	0.0297764208949428
Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales	source	Canis_lupus	0.954555988740038	0.379844129500482	27	11	0.0190921241854382	0.0317001307229917
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales	source	Canis_lupus	-0.879508559899087	0.353945076386921	27	17	0.0203264396347326	0.0331245682936384
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales	source	Canis_lupus	-0.389613687062829	0.160592903713636	27	3	0.0231459066684029	0.0363721390503474
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales	source	Homo_sapiens	-0.389613687062829	0.160592903713636	27	3	0.0231459066684029	0.0363721390503474
Bacteria.Cyanobacteria.Gloeobacteria.Gloeobacterales	source	Canis_lupus	-0.423187178201889	0.175728493319357	27	3	0.0240741570570531	0.0365263072589771
Bacteria.Cyanobacteria.Gloeobacteria.Gloeobacterales	source	Homo_sapiens	-0.423187178201889	0.175728493319357	27	3	0.024074157057053	0.0365263072589771
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales	source	Canis_lupus	0.848264271990732	0.369140246689527	27	24	0.0305843539779338	0.0456173415264098
Bacteria.Firmicutes.Negativicutes.Veillonellales	source	Canis_lupus	-0.361907726829438	0.160893660583463	27	27	0.0339347493513539	0.0497709657153191
Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales	source	Homo_sapiens	0.718685205922764	0.335734495900523	27	26	0.0426691881930368	0.0615555501801187
Bacteria.Cyanobacteria.unassigned.Oscillatoriales	source	Canis_lupus	-0.231406187576832	0.125100105335459	27	2	0.0766990261455011	0.105250911984216
Bacteria.Cyanobacteria.unassigned.Oscillatoriales	source	Homo_sapiens	-0.231406187576832	0.125100105335459	27	2	0.0766990261455011	0.105250911984216
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales	source	Canis_lupus	-0.243235828972512	0.131991133617872	27	2	0.0777421508974323	0.105250911984216
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales	source	Homo_sapiens	-0.243235828972512	0.131991133617872	27	2	0.0777421508974323	0.105250911984216
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales	source	Homo_sapiens	0.615709323052772	0.342968490996518	27	27	0.0852205005384812	0.113627334051308
Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales	source	Canis_lupus	-0.763425539619703	0.452551588714501	27	27	0.104572729086015	0.137349256112975
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales	source	Canis_lupus	0.400294706770646	0.291024532855671	27	27	0.181689990532324	0.235128223041831
Bacteria.Actinobacteria.Actinobacteria.Micrococcales	source	Canis_lupus	0.111111111111104	0.0907218423253028	27	1	0.232556980603333	0.286959512181378
Bacteria.Actinobacteria.Actinobacteria.Streptomycetales	source	Canis_lupus	-0.111111111111112	0.0907218423253029	27	1	0.232556980603298	0.286959512181378
Bacteria.Actinobacteria.Actinobacteria.Streptomycetales	source	Homo_sapiens	-0.111111111111112	0.0907218423253029	27	1	0.232556980603298	0.286959512181378
Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales	source	Homo_sapiens	-0.354685018612463	0.291024532855671	27	27	0.234785055421128	0.286959512181378
Bacteria.Firmicutes.Bacilli.Bacillales	source	Canis_lupus	-0.143259385749833	0.131113139423749	27	27	0.285399052539813	0.344042693472651
Bacteria.Actinobacteria.Actinobacteria.Corynebacteriales	source	Canis_lupus	-0.149595685968602	0.152150250898608	27	2	0.335312605494334	0.398750125452722
Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales	source	Homo_sapiens	1.1943504581251	1.4530809747927	27	27	0.4192002170597	0.491861588016715
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales	source	Homo_sapiens	0.31903041107673	0.483718174863327	27	21	0.515829988735157	0.597276829061761
Bacteria.Firmicutes.Bacilli.Bacillales	source	Homo_sapiens	0.0766949813701603	0.131113139423749	27	27	0.564039121405954	0.644616138749661
Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales	source	Canis_lupus	-0.71758641776568	1.4530809747927	27	27	0.625910055168757	0.706154934036546
Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales	source	Homo_sapiens	0.357710989603798	0.803535918622964	27	27	0.660185478091538	0.735396481924751
Bacteria.Actinobacteria.Actinobacteria.Corynebacteriales	source	Homo_sapiens	-0.0384845748574907	0.152150250898608	27	2	0.802470087566232	0.882347346386141
Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales	source	Homo_sapiens	-0.108735035470808	0.452551588714501	27	27	0.81216062565088	0.882347346386141
Bacteria.Actinobacteria.Actinobacteria.Micrococcales	source	Homo_sapiens	-7.30940048662431e-15	0.0907218423253028	27	1	0.999999999999936	0.999999999999998
Bacteria.Actinobacteria.Actinobacteria.Propionibacteriales	source	Homo_sapiens	-1.98943791340868e-15	0.258887954026111	27	6	0.999999999999994	0.999999999999998
Bacteria.Deferribacteres.Deferribacteres.Deferribacterales	source	Homo_sapiens	3.46856362519597e-15	0.0994374884413561	27	9	0.999999999999972	0.999999999999998
Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales	source	Canis_lupus	-1.63168794661262e-15	0.208331358211383	27	7	0.999999999999994	0.999999999999998
Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales	source	Homo_sapiens	3.38501438432751e-15	0.0739311914021902	27	9	0.999999999999964	0.999999999999998
Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales	source	Homo_sapiens	-2.44958545244736e-15	0.337697586169131	27	9	0.999999999999994	0.999999999999998
Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales	source	Homo_sapiens	5.87999068066689e-16	0.208352593078127	27	9	0.999999999999998	0.999999999999998
