  0.00	3	3	S1	2767565	                    Streptomyces phage Faust
  0.00	4	4	G	1918522	            Lightbulbvirus
  0.00	3	0	F	2731643	            Autographiviridae
  0.00	3	0	F1	2731649	              Melnykvirinae
  0.00	3	0	G	2732912	                Ahphunavirus
  0.00	3	0	S	2733368	                  Ahphunavirus Ahp1
  0.00	3	3	S1	1747286	                    Aeromonas phage Ahp1
  0.00	3	0	G	2560109	            Busanvirus
  0.00	3	0	S	2560261	              Busanvirus ACP17
  0.00	3	3	S1	2010329	                Acidovorax phage ACP17
  0.00	3	0	G	2733140	            Wellingtonvirus
  0.00	3	3	S	2734153	              Wellingtonvirus wellington
  0.00	2	0	F	2842329	            Schitoviridae
  0.00	2	0	F1	2842413	              Erskinevirinae
  0.00	2	0	G	1982576	                Johnsonvirus
  0.00	2	0	S	1982578	                  Johnsonvirus frozen
  0.00	2	2	S1	1852641	                    Erwinia phage vB_EamP_Frozen
  0.00	2	0	F	3044459	            Arenbergviridae
  0.00	2	0	G	3044857	              Wroclawvirus
  0.00	2	0	S	3060806	                Wroclawvirus PA5oct
  0.00	2	2	S1	2163605	                  Pseudomonas phage vB_PaeM_PA5oct
  0.00	2	0	F	2842320	            Guelinviridae
  0.00	2	2	G	2842570	              Brucesealvirus
  0.00	2	0	F	2946173	            Vilmaviridae
  0.00	1	1	F1	2946636	              Lclasvirinae
  0.00	1	0	G	2948790	              Kumaovirus
  0.00	1	0	S	2956095	                Kumaovirus kumao
  0.00	1	1	S1	2041344	                  Mycobacterium phage Kumao
  0.00	2	2	G	1921407	            Pakpunavirus
  0.00	1	0	G	3044751	            Ludhianavirus
  0.00	1	0	S	3060173	              Ludhianavirus LAh10
  0.00	1	1	S1	2591025	                Aeromonas phage LAh10
  0.00	1	0	G	2733174	            Feofaniavirus
  0.00	1	0	S	2734231	              Feofaniavirus Eho49
  0.00	1	1	S1	2283026	                Erwinia phage vB_EhrS_49
  0.00	1	0	G	2843396	            Jouyvirus
  0.00	1	0	S	2844170	              Jouyvirus jv1H12
  0.00	1	1	S1	2847055	                Escherichia phage 1H12
  0.00	1	1	C1	1911928	            Vequintavirinae
  0.00	1	0	G	2843387	            Glaedevirus
  0.00	1	0	S	2844173	              Glaedevirus gv2H10
  0.00	1	1	S1	2847058	                Escherichia phage 2H10
  0.00	1	0	G	1982251	            Pahexavirus
  0.00	1	0	S	1982306	              Pahexavirus solid
  0.00	1	1	S1	1655021	                Propionibacterium phage Solid
  0.00	1	0	G	2733122	            Petsuvirus
  0.00	1	0	G1	2788436	              unclassified Petsuvirus
  0.00	1	1	S	1124849	                Pseudomonas phage OBP
  0.00	1	0	G	2843451	            Sawaravirus
  0.00	1	0	S	2844234	              Sawaravirus WGPS2
  0.00	1	1	S1	1226260	                Stx2-converting phage Stx2a_WGPS2
  0.00	1	0	G	2948914	            Stormageddonvirus
  0.00	1	0	S	2956470	              Stormageddonvirus Stormageddon
  0.00	1	1	S1	2656541	                Gordonia phage Stormageddon
  0.00	1	1	G	186765	            Lambdavirus
  0.00	1	0	G	3044744	            Kenyattavirus
  0.00	1	0	S	3060064	              Kenyattavirus kv136
  0.00	1	1	S1	2419619	                Bacillus phage vB_BcoS-136
  0.00	1	0	C1	2946628	            Ceeclamvirinae
  0.00	1	1	G	680114	              Bixzunavirus
  0.00	1	0	G	2843442	            Radostvirus
  0.00	1	0	S	2844247	              Radostvirus ev099
  0.00	1	1	S1	2847061	                Escherichia phage ev099
  0.00	1	0	G	2733089	            Anamdongvirus
  0.00	1	0	S	2734082	              Anamdongvirus LBR48
  0.00	1	1	S1	755164	                Lactobacillus phage LBR48
  0.00	1	0	G	2843450	            Sarumanvirus
  0.00	1	0	S	2843897	              Sarumanvirus bcepsauron
  0.00	1	1	S1	2530033	                Burkholderia phage BcepSauron
  0.01	43	0	D1	2732004	    Varidnaviria
  0.01	38	0	K	2732006	      Helvetiavirae
  0.01	38	0	P	2732009	        Dividoviricota
  0.01	38	0	C	2732010	          Laserviricetes
  0.01	38	0	O	2732011	            Halopanivirales
  0.01	38	0	F	2842322	              Matshushitaviridae
  0.01	38	38	G	2842743	                Hukuchivirus
  0.00	5	0	K	2732005	      Bamfordvirae
  0.00	5	0	P	2732007	        Nucleocytoviricota
  0.00	3	0	C	2732523	          Megaviricetes
  0.00	3	0	O	2732524	            Algavirales
  0.00	3	0	F	10501	              Phycodnaviridae
  0.00	2	0	F1	455363	                unclassified Phycodnaviridae
  0.00	2	2	S	455364	                  Chrysochromulina ericina virus
  0.00	1	0	G	181084	                Prasinovirus
  0.00	1	0	G1	880158	                  unclassified Prasinovirus
  0.00	1	0	S	933845	                    Bathycoccus sp. RCC1105 virus BpV
  0.00	1	1	S1	880159	                      Bathycoccus sp. RCC1105 virus BpV1
  0.00	2	0	C	2732525	          Pokkesviricetes
  0.00	2	0	O	2732527	            Chitovirales
  0.00	2	0	F	10240	              Poxviridae
  0.00	2	0	F1	10241	                Chordopoxvirinae
  0.00	2	0	G	2733297	                  Oryzopoxvirus
  0.00	2	0	G1	2788403	                    unclassified Oryzopoxvirus
  0.00	2	2	S	67082	                      BeAn 58058 virus
  0.00	1	0	D1	2559587	    Riboviria
  0.00	1	0	K	2732396	      Orthornavirae
  0.00	1	0	P	2732407	        Lenarviricota
  0.00	1	0	C	2842243	          Leviviricetes
  0.00	1	0	O	2842249	            Timlovirales
  0.00	1	0	F	2842332	              Steitzviridae
  0.00	1	0	G	2842702	                Gihfavirus
  0.00	1	0	S	2844652	                  Gihfavirus pelohabitans
  0.00	1	1	S1	2786405	                    ssRNA phage SRR5466369_2
