feature	Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales	Bacteria.Actinobacteria.Actinobacteria.Corynebacteriales	Bacteria.Actinobacteria.Actinobacteria.Micrococcales	Bacteria.Actinobacteria.Actinobacteria.Propionibacteriales	Bacteria.Actinobacteria.Actinobacteria.Streptomycetales	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales	Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales	Bacteria.Candidatus.Melainabacteria.unassigned.Vampirovibrionales	Bacteria.Cyanobacteria.Gloeobacteria.Gloeobacterales	Bacteria.Cyanobacteria.unassigned.Oscillatoriales	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales	Bacteria.Firmicutes.Bacilli.Bacillales	Bacteria.Firmicutes.Bacilli.Lactobacillales	Bacteria.Firmicutes.Clostridia.Clostridiales	Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales	Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales	Bacteria.Firmicutes.Negativicutes.Acidaminococcales	Bacteria.Firmicutes.Negativicutes.Selenomonadales	Bacteria.Firmicutes.Negativicutes.Veillonellales	Bacteria.Firmicutes.Tissierellia.Tissierellales	Bacteria.Firmicutes.unassigned.unassigned	Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales	Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales	Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales	Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales	Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales	Bacteria.Proteobacteria.Deltaproteobacteria.Bradymonadales	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales	Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales	Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales	Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales	Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales	Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales	Bacteria.Synergistetes.Synergistia.Synergistales	Bacteria.Tenericutes.Mollicutes.Acholeplasmatales	Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales	Bacteria.Tenericutes.Mollicutes.Mycoplasmatales	Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales
PRMT_CO2_canis_ONT_20240807_bc02	78.5282541982728	0	0	0	0	772.397604734755	171.390024810581	4957.66122541155	108.195773425002	0	0	72.1305156172534	1423.07758087299	228692.040139702	453845.051854286	0	10809.8006277709	16123.7035517855	28759.7532631928	1227.47699761566	0	0	10850.6923657887	0	0	54.0874121091098	0	0	99.1899335775535	0	2605.71487667328	0	0	0	171.280042166249	1298.34928111056	1619.91999520269	0	0	0	0	193.348238573539	0	0
PRMT_CO3_canis_ONT_20240807_bc03	48.2081361696012	0	0	0	0	772.549065313356	150.273320763041	6040.43266221581	138.251478091844	0	0	45.0820037256014	1383.00850588326	202237.410527412	497602.756657756	0	10403.5919128298	22988.1035032254	37481.2817252819	1349.51098966724	0	0	14350.067279019	0	0	120.213343232038	0	0	84.1584069906878	0	3389.14467402986	0	0	0	141.367814939895	1003.82478541384	1855.46092887286	0	0	0	0	234.426419373127	0	0
PRMT_CP1_canis_PB_20240807_bc31	2608.79210570379	0	0	0	0	7291.29374982359	567.473449793957	8998.64856013252	150.273985068371	0	0	57.1041142822796	2070.92305688137	234132.160881451	544302.284342315	0	7391.89302685557	19227.6363415195	34358.2937967427	1995.63943394128	0	0	5367.7946363724	0	0	0	0	0	144.263025555233	0	7838.17027707125	0	0	0	106.340608294415	450.821954860102	979.786648401236	0	39.0712360878755	0	0	123.225336238585	0	33.0602766897408
PRMT_CP2_canis_PB_20240807_bc32	5299.72276962083	0	0	42.0445394843734	0	13371.6757671712	1029.983413144	15455.8699700842	202.471095136532	0	0	153.162250978789	3938.43505144443	477352.114574594	1026761.35768119	0	16330.4436538807	32056.629498269	57577.1302908691	2935.04618202567	0	0	10466.0899468845	0	0	97.697998490625	0	0	184.601052333025	0	13399.8964870176	0	0	69.0731720100421	261.644175906872	1099.01251381602	1640.32289341579	0	60.0636278348192	0	0	255.426395126915	0	0
PRMT_CP3_canis_PB_20240807_bc33	2517.76167320484	0	0	33.0508957504657	0	8232.6600552205	529.307620330547	12464.7398463482	174.268359411546	0	0	129.198956115457	1427.63718064756	241473.064471956	656443.096978361	0	9235.95771718377	26731.0128802851	46468.5754754115	1305.60793529586	0	0	8178.59014437627	0	0	92.2762570734351	0	0	169.12628207455	0	10835.8014159711	0	0	0	177.261866454719	570.879166232764	704.324199358539	0	51.0786570689015	0	0	156.240601334169	0	0
PRMT_LM1_canis_MONT_20240807_bc16	2303.08527585741	0	0	48.1011284032422	0	13206.6555502121	1331.81769955096	8753.80989580701	135.284423634119	0	0	63.1327310292554	1173.76073611425	190398.305159955	440016.055521979	0	2788.53622073375	16217.9507234238	28097.2098554746	937.954006899208	0	0	3454.26413428499	0	0	60.1251024993731	0	0	120.254129012785	0	4596.66408280477	0	0	0	147.444172516501	147.309705734929	390.815708118703	0	0	0	0	54.1136226508956	0	0
PRMT_LM2_canis_MONT_20240807_bc17	6683.15003639692	0	57.0559685671482	105.103099992115	0	35079.5141442309	3814.6560012827	20883.37261142	252.329202849884	0	0	126.123719990538	4263.29131050662	565936.048280508	1184664.40296205	0	8458.20326420335	39398.244366323	67426.3546460979	3617.01616640636	0	0	8179.57954415955	0	0	177.514950089303	71.7295651731777	0	408.396064202619	0	11456.3181337215	0	0	57.0559685671482	319.260681741387	423.41534568252	1636.50687167865	0	90.0883714218129	0	0	159.156122854089	0	45.0441857109064
PRMT_LM3_canis_MONT_20240807_bc18	4645.47949484791	0	0	84.0941805497569	0	28906.846891298	2874.42640568768	23626.5310984289	294.276304408432	0	0	168.188361099514	3095.4063009806	416461.545874388	1083149.26238035	0	6773.29794787951	46871.0649099709	78826.3415795604	2861.79394314948	0	0	8760.81159512254	0	0	180.627596453128	71.0091654996949	0	532.241130554861	0	13191.2208891678	0	0	78.0874533676314	243.046272865132	348.390161625782	1444.25714086795	0	60.0672718212549	0	0	177.211987429239	0	0
PRMT_HM1_human_MONT_20240807_bc28	22932.297258737	0	0	0	0	4490.52320810419	1208.13049597042	155724.183669062	276.15824960256	0	0	0	2429.96409084628	2176.56483642126	1019435.17445657	0	369.266613737975	30035.9983402639	294.078484162865	1332.08847092383	0	0	171.098043372474	0	0	0	929.583362080943	0	720.86549276357	63.5332991502825	2002.14732825873	0	0	426.244248401598	0	0	785.973750156019	0	0	0	0	0	0	0
PRMT_HM2_human_MONT_20240807_bc29	13719.8555306121	0	0	0	0	4137.57033123712	1119.96946168188	98219.8694374802	230.724120303161	0	0	0	1555.58982728793	1067.56598027023	711335.45582845	0	258.030251159337	19565.2478237164	105.09061218476	810.758333352049	0	0	72.06213406955	0	0	0	808.493908159174	0	492.511221646731	56.1650622948377	1411.21679219535	0	0	360.31067034775	0	0	480.414294618356	0	0	0	0	0	0	0
PRMT_HM3_human_MONT_20240807_bc30	12542.556643024	0	0	0	0	1957.64838236916	832.496849668956	114771.076593827	168.033974513202	0	0	0	2320.56754741099	2081.30421968306	632065.501328087	0	195.163757296059	20958.5659601744	225.188667129993	1501.33088899346	0	0	126.105653592796	0	0	0	943.194380169563	0	625.991061356168	46.167930686755	1657.38859007675	0	0	549.460347797184	0	0	948.913932155433	0	54.0452801111984	0	0	0	0	30.0251556173325
PRMT_HO1_human_ONT_20240807_bc13	252.080453803882	0	0	0	0	1065.29211136811	1218.36383395144	195629.464299854	651.092558297706	0	0	0	4427.88962462483	3415.03111164145	2313655.1522514	0	1166.38196097759	72670.1284892105	375.342428881052	1939.55630606741	41.2786297729554	0	192.054408739813	0	0	48.8678277018498	1607.25136779823	0	1149.15902800197	90.5156736947197	2496.68457119216	0	0	216.059848402317	0	0	1146.18620987189	0	66.0181026763334	0	0	0	0	30.0082284892425
PRMT_HO2_human_ONT_20240807_bc14	192.017932236821	0	0	0	0	403.072305740818	596.680803779649	75044.8174739535	279.205261189833	0	0	0	2687.41402903986	1897.4864453364	876806.088855702	0	522.452884172453	24230.5716428331	231.169947436743	1322.40870501682	0	0	111.081663054049	0	0	0	742.745332315208	0	465.283226536392	55.9006342765675	795.584884037691	0	0	57.0419350817938	0	0	840.592546223118	0	60.2397899665782	0	0	0	0	0
PRMT_HO3_human_ONT_20240807_bc15	175.638424005041	0	0	0	0	510.262319024644	828.255571143403	130930.369447398	441.682310459415	0	0	0	2732.78959975593	1897.06335647351	1230304.78609026	0	621.359444181542	43142.7413659389	250.742875164604	1137.61758075669	0	0	99.0509506898724	0	0	51.026189005182	1314.13816291866	0	945.818131661391	96.2550449898253	1482.76227456351	0	0	153.078695707391	0	0	648.403163296528	0	54.0277749555499	0	0	0	0	36.0185166370333
PRMT_HP1_human_PB_20240807_bc43	18516.1206655467	33.4477188765243	0	0	0	2709.23930208159	991.996040405254	121965.325690722	111.099358092458	0	0	0	2082.96082916578	1647.61705125939	688289.57599537	0	510.425020706972	19622.1435035729	186.166507975698	1114.02548074701	0	0	111.099358092458	0	0	0	303.041328954557	0	207.415181199982	0	2645.36579674237	0	0	186.166491938714	0	0	636.548501012449	0	0	0	0	0	0	36.0375734777106
PRMT_HP2_human_PB_20240807_bc44	9603.58442324607	0	0	0	0	1724.16241947074	751.049369861058	65666.2684601379	102.128087564467	0	0	0	1176.2795776975	781.36995902578	420255.90706622	0	276.347790624018	10687.8271624446	69.0866474700808	630.786837915265	0	0	39.0489746570022	0	0	0	95.0044396799696	0	193.357219325585	0	1528.9175461857	0	0	195.244873285011	0	0	408.512359471646	0	33.0414400943865	0	0	0	0	0
PRMT_HP3_human_PB_20240807_bc45	24855.0991644399	0	0	0	0	4214.08204536381	1799.79418426588	230084.355293952	261.178520631176	0	0	0	2909.72771006986	2237.94544227379	1008083.90777754	0	816.622861005866	33034.2472829026	282.136048043729	1578.39228463461	0	0	141.068024021864	0	0	0	745.656687367128	0	430.540036926088	57.398124068195	5477.6413582958	0	0	606.292358562056	0	0	946.905502015596	0	60.0289463922828	0	0	0	0	30.0144731961414
