feature	Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales	Bacteria.Actinobacteria.Actinobacteria.Corynebacteriales	Bacteria.Actinobacteria.Actinobacteria.Micrococcales	Bacteria.Actinobacteria.Actinobacteria.Propionibacteriales	Bacteria.Actinobacteria.Actinobacteria.Streptomycetales	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales	Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales	Bacteria.Candidatus.Melainabacteria.unassigned.Vampirovibrionales	Bacteria.Cyanobacteria.Gloeobacteria.Gloeobacterales	Bacteria.Cyanobacteria.unassigned.Oscillatoriales	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales	Bacteria.Firmicutes.Bacilli.Bacillales	Bacteria.Firmicutes.Bacilli.Lactobacillales	Bacteria.Firmicutes.Clostridia.Clostridiales	Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales	Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales	Bacteria.Firmicutes.Negativicutes.Acidaminococcales	Bacteria.Firmicutes.Negativicutes.Selenomonadales	Bacteria.Firmicutes.Negativicutes.Veillonellales	Bacteria.Firmicutes.Tissierellia.Tissierellales	Bacteria.Firmicutes.unassigned.unassigned	Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales	Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales	Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales	Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales	Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales	Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales	Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales	Bacteria.Proteobacteria.Deltaproteobacteria.Bradymonadales	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfobacterales	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales	Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales	Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales	Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales	Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales	Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales	Bacteria.Synergistetes.Synergistia.Synergistales	Bacteria.Tenericutes.Mollicutes.Acholeplasmatales	Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales	Bacteria.Tenericutes.Mollicutes.Mycoplasmatales	Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales
PRMT_CO2_canis_ONT_20240807_bc02	0.000102794581509012	0	0	0	0	0.00101107925227528	0.0002243519361928	0.00648964778515153	0.000141629778527683	0	0	9.44198523525552e-05	0.0018628284287506	0.299361074566203	0.59408951149615	0	0.0141501799966414	0.0211061531407076	0.0376469186941046	0.00160678453341468	0	0	0.0142037078528205	0	0	7.08011778617093e-05	0	0	0.00012984100838747	0	0.00341091716623605	0	0	0	0.000224207967375299	0.00169955734234599	0.00212049789830429	0	0	0	0	0.000253095544687516	0	0
PRMT_CO3_canis_ONT_20240807_bc03	6.01234551761221e-05	0	0	0	0	0.000963495434387104	0.000187415485910466	0.00753341056649526	0.000172422275709739	0	0	5.6224655122741e-05	0.00172483851313258	0.252223231447955	0.620592277829913	0	0.0129749860032157	0.0286699366616824	0.0467453077593694	0.00168306161456841	0	0	0.0178968882719113	0	0	0.000149925762073764	0	0	0.000104959341149329	0	0.00422681945590167	0	0	0	0.000176308859047836	0.00125193420210605	0.00231406419853415	0	0	0	0	0.000292368206638253	0	0
PRMT_CP1_canis_PB_20240807_bc31	0.00297049451652596	0	0	0	0	0.00830221314104597	0.000646152204769978	0.0102462883667791	0.000171109092076034	0	0	6.50214549391325e-05	0.00235805128785979	0.266593991341866	0.619768415979323	0	0.00841676025276737	0.021893499368295	0.0391219841156636	0.00227232978148188	0	0	0.00611202575257721	0	0	0	0	0	0.000164264728267282	0	0.00892491271218243	0	0	0	0.00012108446400614	0.000513327275835256	0.00111563158293752	0	4.44883639057222e-05	0	0	0.000140310216668275	0	3.76440002279188e-05
PRMT_CP2_canis_PB_20240807_bc32	0.00315452193861627	0	0	2.50259170088558e-05	0	0.00795914171310946	0.000613070799061076	0.00919970402612573	0.00012051564568717	0	0	9.11658405322603e-05	0.00234425088135047	0.284131412779193	0.611152954470576	0	0.00972027123169485	0.0190808737411783	0.034271287114535	0.00174700979174318	0	0	0.00622966743434777	0	0	5.81521888964063e-05	0	0	0.000109878968163054	0	0.00797593936154296	0	0	4.11140065145488e-05	0.000155736880755454	0.000654158573259576	0.000976359477396744	0	3.57513100126511e-05	0	0	0.000152035908698517	0	0
PRMT_CP3_canis_PB_20240807_bc33	0.00244894266525985	0	0	3.21475021205416e-05	0	0.00800763339611364	0.000514839839000592	0.0121240360221351	0.000169505011181037	0	0	0.00012566750828939	0.00138861499061141	0.234872782594901	0.638500269749252	0	0.00898350751338454	0.0260003631895841	0.0451984309264384	0.0012699212204537	0	0	0.00795504140022203	0	0	8.97540324577164e-05	0	0	0.000164503484343668	0	0.0105396220310547	0	0	0	0.000172416695473797	0.000555275092862868	0.000685072618405762	0	4.96825032772006e-05	0	0	0.000151970013176847	0	0
PRMT_LM1_canis_MONT_20240807_bc16	0.0032236111284646	0	0	6.73267874350287e-05	0	0.0184852563853126	0.0018641352113027	0.0122526418332823	0.000189356589661018	0	0	8.83664085084752e-05	0.00164290406905756	0.266499074866401	0.615887161518881	0	0.0039030931626869	0.0227001435773828	0.039327453185681	0.00131284716476797	0	0	0.00483490751326685	0	0	8.41566534894793e-05	0	0	0.000168318799391878	0	0.00643391612393792	0	0	0	0.000206376498661995	0.000206188286519775	0.000547021805521814	0	0	0	0	7.57424303857003e-05	0	0
PRMT_LM2_canis_MONT_20240807_bc17	0.00340319162049663	0	2.90540228888415e-05	5.35205684794448e-05	0	0.0178631794792239	0.0019424979639753	0.0106342246233947	0.000128490999613752	0	0	6.42246821753338e-05	0.00217095189912486	0.288185781668245	0.603254445479225	0	0.00430708368305807	0.0200623619639752	0.0343348277208431	0.00184185586761888	0	0	0.00416520299742919	0	0	9.0394108671319e-05	3.652610727124e-05	0	0.000207963319088893	0	0.0058337828212883	0	0	2.90540228888415e-05	0.000162573826853975	0.000215611433017192	0.000833341529406176	0	4.58747729823813e-05	0	0	8.10454322733989e-05	0	2.29373864911906e-05
PRMT_LM3_canis_MONT_20240807_bc18	0.00269502274223367	0	0	4.87862941430374e-05	0	0.016769982488291	0.00166756618833357	0.0137066665994274	0.000170721092141462	0	0	9.75725882860748e-05	0.00179576519212883	0.241605487365091	0.628376876614375	0	0.00392945271412882	0.0271917217641744	0.0457302165426843	0.00166023760710345	0	0	0.00508248642911137	0	0	0.000104789070935749	4.11951696570727e-05	0	0.000308773712764923	0	0.00765273861041955	0	0	4.53015588471061e-05	0.000141000564853016	0.000202114638498191	0.000837869555680802	0	3.48473529593124e-05	0	0	0.00010280754373104	0	0
PRMT_HM1_human_MONT_20240807_bc28	0.0184076304006463	0	0	0	0	0.0036045185786528	0.000969759784406251	0.124998956060991	0.000221670726374201	0	0	0	0.00195051897184435	0.0017471167672319	0.818295075154997	0	0.000296408304335804	0.0241097326588751	0.000236055201281237	0.00106926017734162	0	0	0.000137339469706826	0	0	0	0.000746171513595604	0	0.000578634814020475	5.09978340022836e-05	0.00160711278117533	0	0	0.000342143942076651	0	0	0.000630896858445777	0	0	0	0	0	0	0
PRMT_HM2_human_MONT_20240807_bc29	0.0160314850284848	0	0	0	0	0.00483470082258012	0.0013086707521994	0.11476872791214	0.000269598340310325	0	0	0	0.00181768787367961	0.0012474379188203	0.831186865262526	0	0.000301505223515464	0.0228617551303407	0.000122797107601841	0.000947361293553852	0	0	8.42037309269768e-05	0	0	0	0.00094471534014008	0	0.000575493397767437	6.5628195085188e-05	0.00164898973065329	0	0	0.000421018654634884	0	0	0.000561358285038782	0	0	0	0	0	0	0
PRMT_HM3_human_MONT_20240807_bc30	0.0157847283730903	0	0	0	0	0.00246368813354361	0.00104769203101718	0.144438675517428	0.000211469696380992	0	0	0	0.00292041961218997	0.00261930822435122	0.795450444149605	0	0.000245612356784006	0.0263762229812093	0.000283398516308251	0.00188941544817122	0	0	0.000158703169132621	0	0	0	0.00118700417448642	0	0.00078780579978368	5.81020493810892e-05	0.00208581308002873	0	0	0.000691492379792133	0	0	0.00119420219456177	0	6.80156439139802e-05	0	0	0	0	3.77864688411002e-05
PRMT_HO1_human_ONT_20240807_bc13	9.68218268994855e-05	0	0	0	0	0.000409169084107234	0.000467962551048147	0.0751395113863757	0.000250078774549052	0	0	0	0.00170071243643108	0.00131168262417105	0.888654059749783	0	0.000447996782853757	0.0279119403951079	0.00014416563890125	0.000744966069737265	1.58547490938525e-05	0	7.37663648160364e-05	0	0	1.87696915143744e-05	0.000617330742501722	0	0.00044138160976079	3.47662532255624e-05	0.000958954007448158	0	0	8.29866375050776e-05	0	0	0.000440239777151194	0	2.53569573249553e-05	0	0	0	0	1.15258896931615e-05
PRMT_HO2_human_ONT_20240807_bc14	0.000194479684024334	0	0	0	0	0.000408239864611991	0.000604330506170298	0.0760069240408144	0.000282784791720187	0	0	0	0.00272186782308248	0.0019218130308494	0.888047116875319	0	0.000529150952975302	0.0245412179057074	0.000234133644757574	0.0013393625486265	0	0	0.000112505777351072	0	0	0	0.000752267644258652	0	0.000471248355945312	5.66173042497851e-05	0.000805784621570448	0	0	5.77732370181027e-05	0	0	0.000851369301180998	0	6.10120897664049e-05	0	0	0	0	0
PRMT_HO3_human_ONT_20240807_bc15	0.000123876250987238	0	0	0	0	0.000359883570231833	0.000584161441858492	0.09234404942652	0.000311514687387101	0	0	0	0.00192741270751189	0.00133798226564854	0.867723252106513	0	0.00043823940516862	0.0304281997973925	0.000176846766378754	0.000802351773307107	0	0	6.9859772983564e-05	0	0	3.59883267681036e-05	0.000926850202760569	0	0.000667077292054293	6.78878450401332e-05	0.00104577932032096	0	0	0.000107965071069549	0	0	0.000457313104763079	0	3.81053192010172e-05	0	0	0	0	2.54035461340115e-05
PRMT_HP1_human_PB_20240807_bc43	0.0214827656245425	3.8806698135046e-05	0	0	0	0.00314331246802228	0.00115093322307808	0.141506558175015	0.00012889964988068	0	0	0	0.00241669192517924	0.00191159755277822	0.798567038420608	0	0.000592205099913479	0.0227659949701429	0.00021599402651459	0.00129251416832618	0	0	0.00012889964988068	0	0	0	0.000351594481483058	0	0.000240647153103852	0	0.003069205176889	0	0	0.000215994007908167	0	0	0.000738536030462865	0	0	0	0	0	0	4.18114981362931e-05
PRMT_HP2_human_PB_20240807_bc44	0.0186760981342705	0	0	0	0	0.00335298000479001	0.00146056629660637	0.127701243600706	0.000198608571712297	0	0	0	0.00228751181415567	0.00151953077005428	0.817271990953424	0	0.000537413764426357	0.0207846258366592	0.000134352857334789	0.00122669165673141	0	0	7.59385715370546e-05	0	0	0	0.000184755208103306	0	0.000376021935554944	0	0.00297328714710468	0	0	0.000379692857685273	0	0	0.000794434304767227	0	6.42557143775078e-05	0	0	0	0	0
PRMT_HP3_human_PB_20240807_bc45	0.0188488544910636	0	0	0	0	0.00319574743037465	0.00136487319839886	0.174484378634488	0.000198064626457474	0	0	0	0.00220659084290393	0.00169714502932694	0.764480027489355	0	0.00061928561939505	0.025051508189035	0.000213957758972385	0.00119697315653681	0	0	0.000106978879486192	0	0	0	0.00056546845005469	0	0.000326499864470761	4.35278443857216e-05	0.00415396712898513	0	0	0.000459781567153423	0	0	0.000718085407996063	0	4.5522927440933e-05	0	0	0	0	2.27614637204665e-05
