superkingdom	phylum	class	order	family	genus	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	0	0	0	3689.82071332722	4556.39555946609	2981.29419586287	5041.20468951184	6518.68756389556	7065.03086648006	2355.64940527426	2097.05007874421	2202.4284194923	4395	5579	3509	6252	7990	8811	2764	2458	2672	5408	6914	4332	7783	9965	10881	3458	3122	3342	4396	5581	3511	6253	7995	8812	2769	2459	2673	5783.58791426099	7522.7375914837	4692.32385855895	8824.40300428676	11452.5874117822	12340.8762976952	3819.22107583107	3538.07698716133	3741.83983144749
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	1832100000	1832100000	1832100000	14782.5224630217	18772.9807912206	12205.9471793593	16317.9190649006	21263.6999679976	23112.7851774796	9288.47576536262	9209.03506266622	9803.1864602182	8467	10950	6953	12846	16875	18343	5059	5016	5069	9698	12439	7935	14505	19105	20739	5849	5805	5905	8789	11300	7201	13309	17466	18974	5227	5193	5246	7855.16069641819	10119.5437791085	6484.66816914344	11826.6473604434	15604.6540144408	17061.620101604	4704.52170460561	4796.95217685224	4885.94477831087
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	8459100000	8459100000	8459100000	12479.7228827399	15725.4862204134	10114.3896953921	18242.6171787961	24097.2071958662	25979.0499300552	7601.13910453357	7521.88094623976	7463.79909601489	11995	15263	9846	16367	21543	23258	7428	7395	7355	14722	18639	12133	19927	26163	28322	9123	9155	9123	12223	15524	10040	16719	21999	23767	7562	7538	7500	23179.6710385765	29384.753825682	19124.5294503376	28425.5050742486	37526.6730255513	40947.2672567667	14353.886242586	14870.9060283141	15037.4065674347
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unassigned	0	0	0	22602.9778597775	29344.2976641192	18340.8747438567	34722.1026790381	45902.5289694577	49206.2503487738	13999.2776389755	14079.1857739672	14091.8162867708	14348	18883	11725	22337	29262	31772	8930	9110	9156	22155	28872	18003	34051	45195	48365	13658	13874	13896	21940	28595	17852	33657	44613	47848	13533	13737	13770	702.450413753938	949.214770459082	574.484690458066	1423.29080714303	1932.8372151522	1971.63398808344	487.710526031482	449.345224838079	519.666715791427
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	21148300000	21148300000	21148300000	40619.6061206915	50441.7636948247	33860.2780423865	66543.0549293478	87431.1231301488	95587.574836267	24077.2020873404	22071.17055862	24126.9046950883	26703	33352	22370	44045	58176	63554	15858	14626	16086	40617	50479	33849	66544	87368	95638	24058	22051	24081	40509	50352	33774	66316	87036	95360	24002	21994	24027	62102.4603908352	77658.7612774451	51732.9753735851	104835.445713237	137027.496334887	150512.3651955	36191.8907747323	32923.8375712831	36176.1074904343
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	2.438e+09	2.438e+09	2.438e+09	14676.4246248927	18712.8970925684	12297.4508883816	24201.2071766941	31943.9671517103	34865.4373509353	8590.14954610522	8036.43793923679	8615.50459472183	15111	19271	12674	25381	34061	36209	8792	8233	8819	15119	19277	12678	25392	34076	36220	8797	8237	8820	15119	19276	12678	25390	34071	36216	8796	8237	8820	9090.11384317914	11678.7102461743	7655.20319016019	15896.824949672	21300.2628447225	22666.0285244238	5227.57357310314	4908.55039957812	5321.19558750484
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	13976100000	13976100000	13976100000	22955.4371915053	30525.961727289	18781.038656078	40712.0661743563	56940.0387952173	59822.3630139776	13428.811269456	13060.1311306894	13916.5922359499	17651	23548	14262	31380	43704	45992	10432	10112	10742	22833	30363	18694	40631	56730	59675	13402	12982	13846	22762	30286	18635	40468	56500	59487	13354	12949	13797	16992.9791517368	22774.5376580173	14102.7305346859	31508.9917379154	44100.6751636812	46343.6450068281	9858.46748090449	9541.94327645645	10374.1760958915
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unassigned	0	0	0	14532.3975098752	18732.0037544008	12331.2618755288	25387.7583789957	34170.7000342544	36644.0726510113	8308.25096019439	7767.84842604775	8095.16905787215	14777	19036	12552	25810	34693	37389	8466	7924	8326	15333	19764	13019	26764	35970	38672	8825	8260	8637	14842	19121	12600	25949	34922	37556	8506	7961	8358	556.355039076761	699.579707252162	453.477487671278	907.92929919712	1136.27024226234	1274.26549403062	326.318395436523	317.671131357275	311.919768349463
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	Monoglobus	0	0	0	5372.64004349742	6816.4162399708	4452.63697724034	9485.54412548863	12772.2739167411	14644.0863656095	3207.28828896553	3037.6173318054	3327.07763628017	5686	7284	4752	10161	13799	15508	3425	3199	3549	5691	7287	4756	10164	13807	15511	3425	3200	3553	5691	7287	4756	10164	13806	15510	3425	3199	3553	0	0	0	0	0	0	0	0	0
NA	NA	NA	NA	NA	NA	2.28041e+11	2.28041e+11	2.28041e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
