superkingdom	phylum	class	order	family	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	0	0	0	3934.60691721852	5344.09888729441	3283.38123270711	5951.45053632385	7814.87020634869	8412.7041143638	2375.69898761039	2338.14369184877	2641.67563405883	2265	2948	1809	3375	4351	4773	1254	1289	1487	3575	4809	2926	5197	6698	7422	2123	2129	2362	2266	2948	1809	3375	4351	4774	1255	1289	1488	5397.77686358289	7658.68343313373	4549.15197011319	7801.12203183099	10103.6926779236	11282.7143085002	3451.67111418416	3338.49921318594	3627.48920619845
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	52418300000	52418300000	52418300000	165046.018810804	213188.469694523	134865.756179221	236540.77274738	315662.259357889	341471.321239967	102701.181550195	102092.576773783	105651.296846317	143509	185900	117603	205901	274304	297450	89047	88243	91556	165503	213989	135589	238225	317983	343844	103065	102353	105809	156479	202479	128172	225609	301241	325662	97246	96489	99806	149166.359083657	193663.272854291	122805.537552956	219951.454263079	293693.932956252	318295.002152445	92786.3385551151	93154.9926367668	96909.4607738787
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	755900000	755900000	755900000	7692.03846210133	9610.42093605852	6396.17589981292	12470.4050871586	16380.7911554589	17464.613894471	4358.96206931336	4148.49591147384	4491.24982048192	4927	6301	4159	8059	10377	11233	2834	2762	2927	6874	8793	5745	11157	14582	15671	3974	3845	4002	4941	6313	4172	8088	10414	11264	2842	2774	2934	11742.4902781346	14836.1426480373	9633.85066939167	19533.5035087512	26362.9573720311	27728.936210989	6585.27014617387	6354.60356071933	6622.15846010251
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	210500000	210500000	210500000	2080.99946805052	2619.01540895123	1830.31908321722	3349.92994201187	4484.6975072474	4884.56833215641	1481.84686653826	1267.34865622615	1499.15444915338	1884	2454	1613	3210	4272	4644	1348	1213	1367	2076	2612	1832	3326	4464	4861	1472	1260	1491	2052	2596	1805	3302	4430	4822	1460	1246	1473	1595.71927606582	1878.57904191617	1476.04825577547	2269.20307770646	3127.99762272547	3371.33887285197	1109.71815343395	837.281903837577	1104.5911182433
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	55381600000	55381600000	55381600000	104604.158135859	133454.697764923	87212.1289805851	176771.055433392	237557.448490098	255230.157616983	61410.2951745834	57452.2705153715	61704.3663144414	84692	108378	70539	143604	193207	207578	49718	46603	50048	106009	135016	88224	178873	240309	258245	62188	58089	62353	103690	132223	86376	175129	235128	253072	60837	56852	61086	106249.501080019	135272.127744511	88687.496822665	183788.084526206	244585.114155235	264723.067501116	61740.1472434395	57158.365906407	62175.6080280775
Bacteria	Firmicutes	Clostridia	Clostridiales	unassigned	0	0	0	8320.65162328475	10536.427141121	6736.02289220232	13686.7115636669	18419.2675688152	20548.8137437067	4953.73594336412	4721.33912643599	4948.74688582655	7322	9342	5996	12428	16925	18816	4326	4069	4463	7393	9444	6052	12563	17119	18991	4368	4120	4519	7334	9357	6008	12442	16955	18842	4332	4079	4472	3750.17882181538	4593.28516300732	3046.7457097703	5922.62623451673	8167.13608390964	8460.32801689727	2055.68808677521	1962.71159968696	2062.50211509386
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	347800000	347800000	347800000	1012.93069940712	1232.47772767439	725.24562799508	2156.48864107502	2806.5200658936	2833.98390386079	1431.7826056117	1519.38322097313	1108.49058766654	513	585	384	1060	1322	1290	662	719	528	542	618	399	1105	1386	1342	702	763	549	514	585	384	1061	1325	1293	662	722	528	1682.78019322038	2117.38656021291	1211.27011898458	3722.88222887999	4880.44496308316	4884.68439378405	2435.60751828524	2449.25623210033	1839.7878083261
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	963100000	963100000	963100000	1784.35810739127	2210.00328944549	1600.31433181643	2973.85995153668	3894.59390631342	4531.16052141428	1127.51942471079	960.662873710341	1127.87266232263	665	840	605	965	1251	1397	424	352	442	1772	2193	1592	2958	3875	4510	1117	957	1122	667	840	606	974	1258	1409	429	356	442	2547.42628824858	3152.62015968064	2264.39221056464	4586.15926746086	6068.7865094099	7082.97866711174	1579.16898585797	1374.60667992516	1578.75706168432
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	2161700000	2161700000	2161700000	2539.25513141203	3351.06052713489	2014.99295737077	4958.51486845918	6851.04036483092	7617.29821457008	1691.05876451632	1640.74963297833	1884.8194441597	1792	2400	1431	3821	5301	5979	1172	1118	1327	1794	2408	1437	3832	5315	5992	1175	1122	1331	1792	2400	1431	3827	5301	5980	1173	1118	1327	2759.71181226929	3696.40352628077	2286.5568962236	5569.12917130474	7544.14012456777	8699.40804379873	1847.76318859995	1789.70483112249	2033.16609081531
NA	NA	NA	NA	NA	2.28041e+11	2.28041e+11	2.28041e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
