rank	sample	platform	primer	sample_name	sample_nr	GS_name	source	barcode	name	workflow	db	Vregion	method	path	file.names	rep	filename	bamfile	project	mapq.filt	sample_ID	group	GS_version	R2	p_value	significant
genus	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	ONT	PB	PB3	3	NA	FR	bc42	FP3	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_FP3_FR_PB_20240807_bc42_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_FP3_FR_PB_20240807_bc42	20	D6323	0.0440946900885549	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	ONT	PB	PB1	1	NA	FR	bc40	FP1	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FP1_FR_PB_20240807_bc40_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FP1_FR_PB_20240807_bc40	46	D6323	0.0425790041672579	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	ONT	PB	PB2	2	NA	FR	bc41	FP2	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FP2_FR_PB_20240807_bc41_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FP2_FR_PB_20240807_bc41	46	D6323	0.0440775043810888	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	ONT	PB	PB3	3	NA	FR	bc42	FP3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FP3_FR_PB_20240807_bc42_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FP3_FR_PB_20240807_bc42	46	D6323	0.0414710089784361	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	ONT	PB	PB1	1	NA	FR	bc40	FP1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FP1_FR_PB_20240807_bc40_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FP1_FR_PB_20240807_bc40	33	D6323	0.04725827435072	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	ONT	PB	PB2	2	NA	FR	bc41	FP2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FP2_FR_PB_20240807_bc41_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FP2_FR_PB_20240807_bc41	33	D6323	0.0488926061328175	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	ONT	PB	PB3	3	NA	FR	bc42	FP3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FP3_FR_PB_20240807_bc42_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FP3_FR_PB_20240807_bc42	33	D6323	0.0457146485528916	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	ONT	PB	PB1	1	NA	FR	bc40	FP1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FP1_FR_PB_20240807_bc40_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FP1_FR_PB_20240807_bc40	59	D6323	0.0118503339151994	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	ONT	PB	PB2	2	NA	FR	bc41	FP2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FP2_FR_PB_20240807_bc41_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FP2_FR_PB_20240807_bc41	59	D6323	0.0137313820709946	0.0537060083004443	FALSE
genus	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	ONT	PB	PB3	3	NA	FR	bc42	FP3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FP3_FR_PB_20240807_bc42_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FP3_FR_PB_20240807_bc42	59	D6323	0.0120816069265092	0.0537060083004443	FALSE
order	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FM1_FR_MONT_20240807_bc25_pass.fastq_rel-abundance.tsv	PRMT_FM1_FR_MONT_20240807_bc25_pass.fastq_rel-abundance.tsv	1	PRMT_FM1_FR_MONT_20240807_bc25	NA	NA	NA	NA	3	D6323	0.161135581822207	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FM2_FR_MONT_20240807_bc26_pass.fastq_rel-abundance.tsv	PRMT_FM2_FR_MONT_20240807_bc26_pass.fastq_rel-abundance.tsv	2	PRMT_FM2_FR_MONT_20240807_bc26	NA	NA	NA	NA	3	D6323	0.161041916540961	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FM3_FR_MONT_20240807_bc27_pass.fastq_rel-abundance.tsv	PRMT_FM3_FR_MONT_20240807_bc27_pass.fastq_rel-abundance.tsv	3	PRMT_FM3_FR_MONT_20240807_bc27	NA	NA	NA	NA	3	D6323	0.161032252057402	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_FM1_FR_MONT_20240807_bc25	18	D6323	0.160374046615986	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_FM2_FR_MONT_20240807_bc26	18	D6323	0.160283095560927	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_FM3_FR_MONT_20240807_bc27	18	D6323	0.160386092013523	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FM1_FR_MONT_20240807_bc25	44	D6323	0.161159995000279	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FM2_FR_MONT_20240807_bc26	44	D6323	0.161063388807489	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_FM3_FR_MONT_20240807_bc27	44	D6323	0.161090552995877	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM1_FR_MONT_20240807_bc25	31	D6323	0.161317916433591	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM2_FR_MONT_20240807_bc26	31	D6323	0.161236107205887	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_FM3_FR_MONT_20240807_bc27	31	D6323	0.161198617585031	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	ONT	MONT	MONT1	1	NA	FR	bc25	FM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM1_FR_MONT_20240807_bc25_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM1_FR_MONT_20240807_bc25	57	D6323	0.162130670981782	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	ONT	MONT	MONT2	2	NA	FR	bc26	FM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM2_FR_MONT_20240807_bc26_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM2_FR_MONT_20240807_bc26	57	D6323	0.162076263206308	2.8391255011136e-12	TRUE
order	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	ONT	MONT	MONT3	3	NA	FR	bc27	FM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_FM3_FR_MONT_20240807_bc27_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_FM3_FR_MONT_20240807_bc27	57	D6323	0.16185370911702	2.8391255011136e-12	TRUE
order	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	ONT	ONT	ONT1	1	NA	FR	bc10	FO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	PRMT_FO1_FR_ONT_20240807_bc10_pass.fastq_rel-abundance.tsv	1	PRMT_FO1_FR_ONT_20240807_bc10	NA	NA	NA	NA	4	D6323	0.159504263437836	2.8391255011136e-12	TRUE
order	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	ONT	ONT	ONT2	2	NA	FR	bc11	FO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	PRMT_FO2_FR_ONT_20240807_bc11_pass.fastq_rel-abundance.tsv	2	PRMT_FO2_FR_ONT_20240807_bc11	NA	NA	NA	NA	4	D6323	0.159458963559024	2.8391255011136e-12	TRUE
order	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	ONT	ONT	ONT3	3	NA	FR	bc12	FO3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_FO3_FR_ONT_20240807_bc12_pass.fastq_rel-abundance.tsv	PRMT_FO3_FR_ONT_20240807_bc12_pass.fastq_rel-abundance.tsv	3	PRMT_FO3_FR_ONT_20240807_bc12	NA	NA	NA	NA	4	D6323	0.159264544446712	2.8391255011136e-12	TRUE
