rank	sample	platform	primer	sample_name	sample_nr	GS_name	source	barcode	name	workflow	db	Vregion	method	path	file.names	rep	filename	bamfile	project	mapq.filt	sample_ID	group	GS_version	R2	p_value	significant
genus	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM2_MCS_MONT_20240807_bc20	67	D6300	0.48838605180601	0.00687254375400767	TRUE
genus	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM3_MCS_MONT_20240807_bc21	67	D6300	0.538565885337666	0.00687254375400767	TRUE
genus	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	ONT	ONT	ONT1	1	NA	MCS	bc04	MO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO1_MCS_ONT_20240807_bc04_pass.fastq_rel-abundance.tsv	PRMT_MO1_MCS_ONT_20240807_bc04_pass.fastq_rel-abundance.tsv	1	PRMT_MO1_MCS_ONT_20240807_bc04	NA	NA	NA	NA	14	D6300	0.794001629132752	0.00687254375400767	TRUE
genus	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	ONT	ONT	ONT2	2	NA	MCS	bc05	MO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO2_MCS_ONT_20240807_bc05_pass.fastq_rel-abundance.tsv	PRMT_MO2_MCS_ONT_20240807_bc05_pass.fastq_rel-abundance.tsv	2	PRMT_MO2_MCS_ONT_20240807_bc05	NA	NA	NA	NA	14	D6300	0.707959912301587	0.00687254375400767	TRUE
genus	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	ONT	ONT	ONT3	3	NA	MCS	bc06	MO3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO3_MCS_ONT_20240807_bc06_pass.fastq_rel-abundance.tsv	PRMT_MO3_MCS_ONT_20240807_bc06_pass.fastq_rel-abundance.tsv	3	PRMT_MO3_MCS_ONT_20240807_bc06	NA	NA	NA	NA	14	D6300	0.764808522673472	0.00687254375400767	TRUE
genus	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	ONT	PB	PB1	1	NA	MCS	bc34	MP1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MP1_MCS_PB_20240807_bc34_pass.fastq_rel-abundance.tsv	PRMT_MP1_MCS_PB_20240807_bc34_pass.fastq_rel-abundance.tsv	1	PRMT_MP1_MCS_PB_20240807_bc34	NA	NA	NA	NA	15	D6300	0.731898036141834	0.00687254375400767	TRUE
genus	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	ONT	PB	PB2	2	NA	MCS	bc35	MP2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MP2_MCS_PB_20240807_bc35_pass.fastq_rel-abundance.tsv	PRMT_MP2_MCS_PB_20240807_bc35_pass.fastq_rel-abundance.tsv	2	PRMT_MP2_MCS_PB_20240807_bc35	NA	NA	NA	NA	15	D6300	0.725373766567982	0.00687254375400767	TRUE
genus	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	ONT	PB	PB3	3	NA	MCS	bc36	MP3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MP3_MCS_PB_20240807_bc36_pass.fastq_rel-abundance.tsv	PRMT_MP3_MCS_PB_20240807_bc36_pass.fastq_rel-abundance.tsv	3	PRMT_MP3_MCS_PB_20240807_bc36	NA	NA	NA	NA	15	D6300	0.70050401927926	0.00687254375400767	TRUE
order	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MM1_MCS_MONT_20240807_bc19_pass.fastq_rel-abundance.tsv	PRMT_MM1_MCS_MONT_20240807_bc19_pass.fastq_rel-abundance.tsv	1	PRMT_MM1_MCS_MONT_20240807_bc19	NA	NA	NA	NA	13	D6300	0.890984244120161	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MM2_MCS_MONT_20240807_bc20_pass.fastq_rel-abundance.tsv	PRMT_MM2_MCS_MONT_20240807_bc20_pass.fastq_rel-abundance.tsv	2	PRMT_MM2_MCS_MONT_20240807_bc20	NA	NA	NA	NA	13	D6300	0.897072253097892	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MM3_MCS_MONT_20240807_bc21_pass.fastq_rel-abundance.tsv	PRMT_MM3_MCS_MONT_20240807_bc21_pass.fastq_rel-abundance.tsv	3	PRMT_MM3_MCS_MONT_20240807_bc21	NA	NA	NA	NA	13	D6300	0.893260440786678	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_MM1_MCS_MONT_20240807_bc19	28	D6300	0.777326157758919	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_MM2_MCS_MONT_20240807_bc20	28	D6300	0.818300850730334	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_MM3_MCS_MONT_20240807_bc21	28	D6300	0.790980577663544	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_MM1_MCS_MONT_20240807_bc19	54	D6300	0.887099874975489	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_MM2_MCS_MONT_20240807_bc20	54	D6300	0.907576147778778	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_MM3_MCS_MONT_20240807_bc21	54	D6300	0.900757952708691	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_MM1_MCS_MONT_20240807_bc19	41	D6300	0.890771616238668	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_MM2_MCS_MONT_20240807_bc20	41	D6300	0.897022547848297	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_MM3_MCS_MONT_20240807_bc21	41	D6300	0.893046250519961	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM1_MCS_MONT_20240807_bc19	67	D6300	0.838591218873713	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM2_MCS_MONT_20240807_bc20	67	D6300	0.841114713233299	0.00140004994411758	TRUE
order	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM3_MCS_MONT_20240807_bc21	67	D6300	0.840055164858595	0.00140004994411758	TRUE
order	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	ONT	ONT	ONT1	1	NA	MCS	bc04	MO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO1_MCS_ONT_20240807_bc04_pass.fastq_rel-abundance.tsv	PRMT_MO1_MCS_ONT_20240807_bc04_pass.fastq_rel-abundance.tsv	1	PRMT_MO1_MCS_ONT_20240807_bc04	NA	NA	NA	NA	14	D6300	0.970433484406479	0.00140004994411758	TRUE
order	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	ONT	ONT	ONT2	2	NA	MCS	bc05	MO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO2_MCS_ONT_20240807_bc05_pass.fastq_rel-abundance.tsv	PRMT_MO2_MCS_ONT_20240807_bc05_pass.fastq_rel-abundance.tsv	2	PRMT_MO2_MCS_ONT_20240807_bc05	NA	NA	NA	NA	14	D6300	0.962053693755901	0.00140004994411758	TRUE
order	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	ONT	ONT	ONT3	3	NA	MCS	bc06	MO3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO3_MCS_ONT_20240807_bc06_pass.fastq_rel-abundance.tsv	PRMT_MO3_MCS_ONT_20240807_bc06_pass.fastq_rel-abundance.tsv	3	PRMT_MO3_MCS_ONT_20240807_bc06	NA	NA	NA	NA	14	D6300	0.965447434926475	0.00140004994411758	TRUE
order	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	ONT	PB	PB1	1	NA	MCS	bc34	MP1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MP1_MCS_PB_20240807_bc34_pass.fastq_rel-abundance.tsv	PRMT_MP1_MCS_PB_20240807_bc34_pass.fastq_rel-abundance.tsv	1	PRMT_MP1_MCS_PB_20240807_bc34	NA	NA	NA	NA	15	D6300	0.919820811116485	0.00140004994411758	TRUE
order	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	ONT	PB	PB2	2	NA	MCS	bc35	MP2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MP2_MCS_PB_20240807_bc35_pass.fastq_rel-abundance.tsv	PRMT_MP2_MCS_PB_20240807_bc35_pass.fastq_rel-abundance.tsv	2	PRMT_MP2_MCS_PB_20240807_bc35	NA	NA	NA	NA	15	D6300	0.90607020956948	0.00140004994411758	TRUE
order	MCS_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	ONT	PB	PB3	3	NA	MCS	bc36	MP3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MP3_MCS_PB_20240807_bc36_pass.fastq_rel-abundance.tsv	PRMT_MP3_MCS_PB_20240807_bc36_pass.fastq_rel-abundance.tsv	3	PRMT_MP3_MCS_PB_20240807_bc36	NA	NA	NA	NA	15	D6300	0.903010724863391	0.00140004994411758	TRUE
phylum	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MM1_MCS_MONT_20240807_bc19_pass.fastq_rel-abundance.tsv	PRMT_MM1_MCS_MONT_20240807_bc19_pass.fastq_rel-abundance.tsv	1	PRMT_MM1_MCS_MONT_20240807_bc19	NA	NA	NA	NA	13	D6300	0.93263607410473	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MM2_MCS_MONT_20240807_bc20_pass.fastq_rel-abundance.tsv	PRMT_MM2_MCS_MONT_20240807_bc20_pass.fastq_rel-abundance.tsv	2	PRMT_MM2_MCS_MONT_20240807_bc20	NA	NA	NA	NA	13	D6300	0.943449400559849	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MM3_MCS_MONT_20240807_bc21_pass.fastq_rel-abundance.tsv	PRMT_MM3_MCS_MONT_20240807_bc21_pass.fastq_rel-abundance.tsv	3	PRMT_MM3_MCS_MONT_20240807_bc21	NA	NA	NA	NA	13	D6300	0.936665708581711	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_MM1_MCS_MONT_20240807_bc19	28	D6300	0.932527517511537	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_MM2_MCS_MONT_20240807_bc20	28	D6300	0.942841671698269	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	BestAln	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_BestAln_PRMT_MM3_MCS_MONT_20240807_bc21	28	D6300	0.93544085244025	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_MM1_MCS_MONT_20240807_bc19	54	D6300	0.935669185966996	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_MM2_MCS_MONT_20240807_bc20	54	D6300	0.949332486642587	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	LCA	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_LCA_PRMT_MM3_MCS_MONT_20240807_bc21	54	D6300	0.940684940293759	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_MM1_MCS_MONT_20240807_bc19	41	D6300	0.932597662141587	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_MM2_MCS_MONT_20240807_bc20	41	D6300	0.943453006514677	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	RandAln	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_RandAln_PRMT_MM3_MCS_MONT_20240807_bc21	41	D6300	0.936642820195622	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6300	ONT	MONT	MONT1	1	NA	MCS	bc19	MM1	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM1_MCS_MONT_20240807_bc19_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM1_MCS_MONT_20240807_bc19	67	D6300	0.933546791352584	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6300	ONT	MONT	MONT2	2	NA	MCS	bc20	MM2	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM2_MCS_MONT_20240807_bc20_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM2_MCS_MONT_20240807_bc20	67	D6300	0.944169453940789	3.65537801368091e-12	TRUE
phylum	MCS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6300	ONT	MONT	MONT3	3	NA	MCS	bc21	MM3	minitax	EMUdb	V1_V9	SpeciesEstimate	NA	NA	NA	NA	PRMT_MM3_MCS_MONT_20240807_bc21_pass.bam	NA	NA	minitax_EMUdb_SpeciesEstimate_PRMT_MM3_MCS_MONT_20240807_bc21	67	D6300	0.937734680554846	3.65537801368091e-12	TRUE
phylum	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6300	ONT	ONT	ONT1	1	NA	MCS	bc04	MO1	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO1_MCS_ONT_20240807_bc04_pass.fastq_rel-abundance.tsv	PRMT_MO1_MCS_ONT_20240807_bc04_pass.fastq_rel-abundance.tsv	1	PRMT_MO1_MCS_ONT_20240807_bc04	NA	NA	NA	NA	14	D6300	0.99532801292704	3.65537801368091e-12	TRUE
phylum	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6300	ONT	ONT	ONT2	2	NA	MCS	bc05	MO2	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO2_MCS_ONT_20240807_bc05_pass.fastq_rel-abundance.tsv	PRMT_MO2_MCS_ONT_20240807_bc05_pass.fastq_rel-abundance.tsv	2	PRMT_MO2_MCS_ONT_20240807_bc05	NA	NA	NA	NA	14	D6300	0.994922124434599	3.65537801368091e-12	TRUE
phylum	MCS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6300	ONT	ONT	ONT3	3	NA	MCS	bc06	MO3	EMU	EMUdb	V1_V9	EMU	emu/PRMT_MO3_MCS_ONT_20240807_bc06_pass.fastq_rel-abundance.tsv	PRMT_MO3_MCS_ONT_20240807_bc06_pass.fastq_rel-abundance.tsv	3	PRMT_MO3_MCS_ONT_20240807_bc06	NA	NA	NA	NA	14	D6300	0.995699874831742	3.65537801368091e-12	TRUE
