species	Zymo_6323_WGS_kraken2_ONT	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
Asaccharobacter celatus	48726	11.8457506012385	0	0	0	0	0	0	0	0
Azospirillum brasilense	0	43.0518618695415	43.7697575753868	49.0703440701944	48.047148862564	37.0536364532105	0	0	0	0
Azospirillum fermentarium	0	0	16.3232840718366	0	0	0	0	0	0	0
Bacillus subtilis	0	293.731617440743	221.203226755427	238.476170355419	126.29719809082	221.15401128438	311.169134253228	218.528026717829	53.0676918142387	187.408354841994
bacterium	26766	0	0	0	0	0	0	0	0	0
bacterium LF-3	62694	0	0	0	0	0	0	0	0	0
Bacteroides caccae	0	108.532182697306	129.505047667353	83.5496379504324	77.2171563649093	111.591484605622	108.809739028638	80.5469666136748	77.3853370258141	52.6836645075597
Bacteroides caccae CAG:21	51795	0	0	0	0	0	0	0	0	0
Bacteroides cellulosilyticus	202824	580.930475141359	722.071411925459	445.69512296364	474.552622202837	599.460184781135	527.338770780341	425.886804313874	415.810148873462	337.731528623074
Bacteroides cellulosilyticus CAG:158	117657	0	0	0	0	0	0	0	0	0
Bacteroides dorei	306198	0	0	0	0	0	0	0	0	0
Bacteroides dorei CAG:222	69489	0	0	0	0	0	0	0	0	0
Bacteroides eggerthii	6210	0	0	0	0	0	0	0	0	0
Bacteroides faecichinchillae	0	0	14.2760508168862	0	14.190587498614	28.9967780261315	16.3166579680919	0	11.5653417897454	0
Bacteroides faecis	181656	659.972028056169	872.166384806187	564.54192969134	571.005860598308	771.573685552486	742.186196644456	511.008400593579	489.55994456208	446.6727754384
Bacteroides finegoldii	47736	197.942740106982	208.289311325427	143.08019458109	152.506688610276	190.966537131896	182.259034293502	134.410257299872	117.353641707361	104.633446342467
Bacteroides finegoldii CAG:203	37224	0	0	0	0	0	0	0	0	0
Bacteroides fragilis	31338	183.295322140152	172.368419589591	151.817202631001	104.616413429539	161.010625868399	177.097654211529	122.272666390241	75.1664014698885	99.2229543858016
Bacteroides massiliensis	212580	0	0	0	0	0	0	0	0	0
Bacteroides ovatus	417357	307.070280210181	363.735746913431	219.327169444744	499.745500448308	660.902419444541	653.087485762853	381.780045412649	363.258266764324	306.669155142724
Bacteroides salyersiae	137124	280.337772776383	322.904489762936	226.599998893518	184.976400993253	244.868553380519	262.138850821076	188.399319543919	210.406868544967	146.31910568064
Bacteroides sp. A1C1	0	222.305850067595	272.700042855124	183.423332203537	161.834445986869	222.376386476174	216.023594489785	156.77146681876	156.010574620518	118.690663597079
Bacteroides stercoris	196353	510.008175156859	613.730998045999	408.056493744226	385.780784593717	527.724988671501	540.827241211134	377.261541348594	359.086403525983	304.254307662122
Bacteroides thetaiotaomicron	252063	129.851859534732	150.248763812804	127.571013420358	101.568132540313	104.956543968619	113.335432051483	76.2992014121911	70.3569297421115	83.4849270704924
Bacteroides timonensis	37908	0	0	0	0	0	0	0	0	0
Bacteroides uniformis	723168	1208.00084389274	1485.12129148051	937.848579703027	882.059678381483	1217.66379652078	1231.02810280523	838.157899802883	799.871432394536	692.085855641491
Bacteroides vulgatus	2178630	0	0	0	0	0	0	0	0	0
Bacteroides xylanisolvens	110088	337.084127272358	375.748833983513	274.054486234405	246.24167411355	307.188358723667	376.286864387715	221.661760729266	209.303037357733	198.498348951357
Bariatricus massiliensis	0	135.077871969682	163.488452995875	99.6350662639373	190.142017518518	265.863245581653	285.238228125049	77.7374457606251	74.1568191835981	89.4866002512076
Barnesiella intestinihominis	79218	199.201569252435	270.264394469268	156.209831556943	168.119739529098	204.264928635893	190.093502545269	136.263051258609	153.296394488208	136.296986641847
Bifidobacterium adolescentis	0	72.6510415085155	42.340081579069	51.4493863899357	41.2295467457499	57.1211821821384	52.274537681182	55.3892573732423	10.0904684435903	43.4644929070842
Bifidobacterium bifidum	58248	509.85400286757	585.043864357726	380.012240030103	0	0	0	333.907840208564	390.861044370626	303.532441138423
Bifidobacterium longum	45810	352.289796609082	407.810034844259	252.7848810343	0	0	0	255.015240726699	295.558207725931	249.532824373059
Bifidobacterium pseudocatenulatum	69381	1185.224228078	1460.59977899157	940.498951533478	0	0	0	940.782246787346	973.369927552349	766.809365330694
Bifidobacterium thermacidophilum	0	0	0	0	12.5391688155774	0	12.230205218779	0	0	0
Bilophila wadsworthia	39807	0	0	0	0	0	0	0	0	0
Bittarella massiliensis	6525	0	0	0	0	0	0	0	0	0
Blautia caecimuris	0	64.2383305888943	59.5600710014847	39.8257359862133	55.5632382027109	91.0429327077962	121.440493798046	45.9812707413882	29.1399994385988	38.0359464149917
Blautia faecis	0	8645.00771536383	11339.8357047305	7108.12447741332	13296.4559741764	18678.1111372734	19175.5589204104	5210.41361194693	5144.01688588676	5481.23384879723
Blautia glucerasea	0	1295.13850358171	1661.00837421055	1066.01506289549	1838.05081924263	2265.98059495244	2971.07168202643	730.755482539019	775.693943392563	866.969595536277
Blautia hansenii	7722	40.2403672312667	43.1920613705873	33.8198337184593	35.7152076206837	59.1894987405788	57.7426990236431	31.922404470017	19.4651750704653	25.0091629975096
Blautia hominis	0	70.7372893361503	106.097896395488	83.6946260223692	152.153491239379	177.958191039868	209.474248766247	43.5193327735903	32.5882639091014	60.2684519323404
Blautia hydrogenotrophica	0	54.7187996322521	77.0057398908367	42.8715096068677	119.962004562661	140.679718911878	154.649518202052	36.2149576116879	29.5139077816472	30.7281681175406
Blautia luti	0	8279.69903465657	10917.9439152307	6612.64238049072	11879.6599982488	16118.3307079301	17871.8379563997	4935.16590290614	5097.91828894515	5174.51399650043
Blautia massiliensis	148167	0	0	0	0	0	0	0	0	0
Blautia obeum	572139	6231.06779058024	8181.52420720088	5159.78453279614	9463.29230879026	12935.8266102775	13640.0677087784	3650.27565372184	3601.46843906301	3860.86836330877
Blautia producta	0	1586.50315490354	2003.89005312208	1239.21130221092	2413.04258585595	3041.7012753775	3647.42132267927	971.684078604363	1024.63320580827	1090.6589947362
Blautia schinkii	0	223.699417460097	286.014285500794	200.675363375331	227.590040724051	358.847886626928	417.354794332579	138.552721272306	125.406465824665	175.94108914329
Blautia sp. N6H1-15	0	44.3514856756362	34.9324608923407	36.4995445246476	22.8717154345812	49.3624481450578	53.4931843036369	37.8033638042907	14.0857484694858	22.118175004528
Blautia sp. SC05B48	0	6752.99700784772	8987.48317230696	5594.91029840561	10130.3186954338	13722.947747922	15081.7290926445	4213.05637310239	4163.01270256622	4258.1692977915
Blautia sp. YL58	0	64.3918324558136	69.0956578118791	39.3195493134071	93.8838478424494	140.964146978368	127.117038844531	19.7322467562612	16.7132909896841	39.3483918434488
Blautia stercoris	0	2359.9905391874	3260.67092721177	2080.80377050768	4302.29233536129	5779.58518504222	6043.61605768957	1700.09533818798	1661.58440133407	1715.90313764871
Blautia wexlerae	481824	11667.494036882	15347.9644912809	9721.49187279399	18162.2815692696	24398.6341624033	26357.7925893999	7068.26020048183	7034.8857211462	7308.46919670214
Bradymonadales bacterium V1718	0	0	0	16.2665730582456	24.4151783718115	31.2072122422973	28.6287521638906	0	0	0
Brevundimonas abyssalis	0	21.3658355020891	28.8855150053671	0	23.630733608486	26.4841644545173	43.372303300638	0	0	0
Breznakia pachnodae	0	0	0	0	0	0	24.0126329048467	0	0	0
Butyricicoccus faecihominis	0	518.966495898953	553.013790637519	378.45588801808	639.249117423379	862.167536188072	1052.9149093373	249.354509140612	262.183300943902	267.125757769247
Butyricicoccus pullicaecorum	0	48.1196449008063	59.4558772428766	35.7731355228999	60.5099827048548	74.8126483659153	90.1635306201655	26.3423113312236	26.6866405370554	26.8963089553112
Butyricimonas faecalis	40050	45.054363385525	66.0607626843501	39.0531002361721	32.1358703371742	61.0600129313765	59.0341987838219	37.8421281200467	41.2931584824257	30.0683924683992
Butyricimonas phoceensis	0	0	16.8789800299758	0	0	0	0	0	0	0
Butyricimonas virosa	17316	39.0469470299946	25.1615554163203	20.0262589704778	27.9069118998893	41.0384057958445	43.023800206838	26.8791464690208	27.8405096200994	29.0604472819034
Butyrivibrio crossotus	0	303.358814423396	339.604337004442	221.281396613195	418.377552019165	575.99805949399	607.464411913793	226.976640738546	207.275396835143	222.841836805458
Caecibacterium sporoformans	0	82.7391146611589	89.4311756110418	62.5740327595346	96.7628643949727	122.395251478171	142.238731449508	40.6874898967774	48.8387636469395	51.2412021756333
Caldicoprobacter faecalis	0	15.0885034074216	15.5036276214895	18.3732210977405	22.1352441942736	25.2595503404527	29.2853014164375	0	0	0
Caloramator fervidus	0	20.3103219233348	22.7844930571428	0	15.7494424312426	26.4367542635309	22.9317160730808	0	0	0
Caloramator sp. E03	0	0	0	0	0	0	25.3841374780622	0	0	0
Caloranaerobacter azorensis	0	28.9664950873242	32.0089833855933	20.0182733067827	47.2642689268321	78.7979219445471	60.6338776799832	12.9212087206767	19.0370833741895	0
Candidatus Cibiobacter qucibialis	114894	0	0	0	0	0	0	0	0	0
Candidatus Gastranaerophilales bacterium	112185	0	0	0	0	0	0	0	0	0
Caproiciproducens galactitolivorans	0	298.945285887711	413.620926893109	316.358881894275	505.659296380569	554.721054786016	715.888754650403	209.076193569124	196.506169779065	183.674048107365
Caproiciproducens sp. NJN-50	0	767.366733033373	865.672216046646	534.590177331993	1141.00244626247	1621.53091830142	1747.98022383846	455.479580527766	361.842970405971	430.007569205113
Casaltella massiliensis	0	16.9890214483454	29.7008628681906	0	25.1686659455588	31.2650783269486	22.1235078910248	0	0	0
Catabacter hongkongensis	0	373.332751410829	443.151908924876	356.592316100786	739.461925237466	903.250261196283	964.257712219479	219.091041506105	214.482196208088	213.893851322368
Cellulosilyticum lentocellum	0	15.2226230867632	12.5455785014155	0	0	0	0	0	13.0353670374379	0
Christensenella massiliensis	0	1733.8762555689	2156.94678067367	1362.23192750269	2755.03003762567	3742.3614711579	4118.48162587424	991.613589040029	887.45643881531	1004.8642738981
Christensenella minuta	0	558.662785702162	641.988323273499	420.153519573834	891.367182010177	1211.97771592972	1203.19807005532	288.550549618409	301.236170655675	286.501606134393
Christensenella sp. Marseille-P3954	0	1673.01356155518	2051.33430000044	1414.43211370143	2820.68130104488	3435.37930773679	3939.14690489159	979.463641234567	870.031110699784	968.541124616567
Christensenella timonensis	0	149.99246877025	217.820479400458	121.117413383915	206.741019187942	242.45495716911	214.779840449861	95.1740696164235	77.1409025034185	103.422151897352
Clostridia bacterium UC5.1-1D4	9441	0	0	0	0	0	0	0	0	0
Clostridia bacterium UC5.1-1E11	3861	0	0	0	0	0	0	0	0	0
Clostridiaceae bacterium AM27-36LB	31005	0	0	0	0	0	0	0	0	0
Clostridiaceae bacterium OM08-6BH	28512	0	0	0	0	0	0	0	0	0
Clostridiales bacterium	241839	64.9503382356521	41.2789626445078	43.8071799846881	42.956310948387	75.4791686326672	25.924093109569	0	92.7090781779351	0
Clostridiales bacterium CCNA10	32652	138.826248630189	163.686376920622	102.060665046433	211.210138179902	276.893924197786	304.71082089979	71.9749702720844	64.2504766975268	76.7942494020666
Clostridiales bacterium UBA1390	6039	0	0	0	0	0	0	0	0	0
Clostridiales bacterium UBA4696	36351	0	0	0	0	0	0	0	0	0
Clostridiales bacterium VE202-03	44433	0	0	0	0	0	0	0	0	0
Clostridioides difficile	0	84.0543206334011	59.1588665218046	71.4802657473571	48.9987520039884	92.8837472334461	102.062789503451	36.0515600810757	20.6501992947368	57.0540830815902
Clostridium beijerinckii	0	22.2360567665476	19.8059939407614	16.4567890151123	45.0334626710931	47.7152482060078	58.1112903099996	14.5876501566424	0	0
Clostridium butyricum	0	19.6960661801517	13.726841916812	18.8448816283138	36.5932368076214	57.4541073334656	61.3680895053761	17.5099990215159	18.2430504448656	0
Clostridium chartatabidum	0	133.078023653209	184.244040584525	106.028027862691	219.512008915798	301.527970857156	312.47239494829	80.4376884994314	99.355648928017	91.4268279070738
Clostridium disporicum	7155	63.6622707559799	70.6423317543137	45.5043143613876	102.995850017265	112.524884589768	125.733114152355	35.7984789622307	26.152974016651	31.770998213899
Clostridium grantii	0	0	0	0	14.2108897546464	12.5259228007931	0	0	0	0
Clostridium jeddahense	0	16.5824607244753	31.4111979771947	24.4566366800055	61.6946174000596	71.9459843044352	79.8103947517958	17.3097951032127	13.2660515444019	15.7632379747955
Clostridium merdae	0	151.886140375593	160.778970900042	87.749618535306	263.963900197349	296.023278292233	330.941636418559	77.7678682325878	79.2674455137809	74.6272722486321
Clostridium perfringens	0	19.0423529064819	22.0581869610864	23.3660237579294	29.0562162101928	26.0750790702756	38.5949621002338	17.2181107144132	0	16.0444026063276
Clostridium phoceensis	29088	0	0	0	0	0	0	0	0	0
Clostridium sardiniense	0	0	14.7261457213583	0	0	16.045726098657	21.0491746357682	0	0	0
Clostridium saudiense	0	1027.38160822585	1145.41549592232	753.509108688157	1484.02674436289	1921.45407936173	2174.66376941581	565.461542229326	469.841758865701	523.210724973435
Clostridium sp. BNL1100	0	89.3292653555712	131.921730019936	72.7688536388171	175.731793418877	197.822189766809	303.588684734048	48.3396853339203	80.985535121297	73.9731877882858
Clostridium sp. SY8519	0	26.184496136646	30.6285113858034	16.5967208007494	27.8139785220043	65.3886557964537	52.5106928541733	13.3092782018395	0	17.0748547252617
Clostridium sporogenes	59724	173.696264755347	296.708354403461	180.802531842017	503.132651251619	674.684636819112	676.744828595903	327.672724847613	307.149428507197	229.037063103212
Clostridium tertium	0	0	12.7186964283767	0	20.8362034502155	25.9954659247001	20.9080728039358	0	0	0
Colidextribacter massiliensis	0	469.631731781921	608.312825980186	364.153241091811	625.375368514235	815.353721550781	875.964399604051	273.754379920957	239.772040493371	231.33046500006
Collinsella aerofaciens	0	1136.36796321146	1530.39585157965	617.810506376654	122.133028095138	145.209130170832	135.687208971461	466.21023687417	487.94266561157	426.928776159586
Collinsella intestinalis	11232	107.350987457217	121.539425861971	66.1077386184652	23.9770824489482	30.0485505898118	18.7942803554928	42.719221262968	53.1038178109481	41.089541323934
Coprobacter fastidiosus	0	22.0565134945431	17.9996057432923	14.0192981694141	17.0072153778241	0	20.0177703236233	13.0251446056023	0	0
Coprococcus catus	38745	598.386406674935	791.604623248254	464.426406634076	884.056171159957	1245.91874368461	1266.59647001845	310.599480909965	330.858432789399	385.536129743204
Coprococcus comes	118197	2014.74337090741	2703.39254575167	1666.64101502388	3263.62426156783	4152.99757446473	4650.62749810832	1243.07062973961	1228.29555920265	1242.44669468496
Coprococcus eutactus	32913	651.073071954278	893.498351593216	539.234462400395	789.941017907412	998.150236017764	1077.53977334904	386.684653213095	438.01316881455	438.730326098894
Coprococcus phoceensis	58635	0	0	0	0	0	0	0	0	0
Coriobacteriia bacterium	7299	0	0	0	0	0	0	0	0	0
Cuneatibacter caecimuris	0	6008.53507295639	7646.75749976818	4844.01847423138	3530.07638342755	4393.63869091197	4922.25638605879	4128.61054960288	4231.25488116786	4502.69313613044
Defluviitalea raffinosedens	0	0	0	0	0	0	13.0357934611957	0	0	0
Dehalobacter sp. CF	0	0	31.6904591780631	15.0656245655672	31.7603218405919	33.2680665437361	30.2108562427622	0	0	0
Dehalobacterium formicoaceticum	0	37.479339224095	51.7514038374217	40.3330060416817	54.1378110661726	82.773615435035	82.8985183174902	30.0582151063105	30.3704802448084	18.0424031248591
Desulfitobacterium dichloroeliminans	0	0	0	0	12.4480393579757	0	21.9142378096575	0	0	0
Desulfobotulus sapovorans	0	0	0	0	19.4550975977484	0	21.7366379985444	0	0	0
Desulfonema ishimotonii	0	0	0	0	0	0	15.4536228534669	0	0	0
Desulfonispora thiosulfatigenes	0	40.6414720003223	66.5082126891403	41.4721743766933	58.450492342647	83.9499507015557	79.3329849786266	33.9802569492028	31.4771709537008	29.8575320113255
Desulfosalsimonas propionicica	0	0	31.9637895663812	0	34.8849900570738	45.5805447036408	24.2142458896505	14.4334631323076	0	0
Desulfovibrio desulfuricans	6354	33.5623874443544	64.7521039414028	34.4373516803222	38.0270839384258	39.9810948449043	21.0467687759244	39.1085002923724	34.8318316230635	22.36268840593
